  5.750E-04 2.53974E-16  2.261E-09  1.321E-08  8.909E-09  2.597E-17  3.924E-17  1.00E-07
  6.000E-04 2.53974E-16  2.360E-09  1.321E-08  8.909E-09  2.710E-17  4.095E-17  1.00E-07
  6.250E-04 2.53974E-16  2.458E-09  1.321E-08  8.909E-09  2.823E-17  4.265E-17  1.00E-07
  6.500E-04 2.53974E-16  2.556E-09  1.321E-08  8.909E-09  2.936E-17  4.436E-17  1.00E-07
  6.750E-04 2.53974E-16  2.655E-09  1.321E-08  8.909E-09  3.049E-17  4.606E-17  1.00E-07
  7.000E-04 2.53974E-16  2.753E-09  1.321E-08  8.909E-09  3.162E-17  4.777E-17  1.00E-07
  7.250E-04 2.53974E-16  2.851E-09  1.321E-08  8.909E-09  3.275E-17  4.948E-17  1.00E-07
  7.500E-04 2.53974E-16  2.950E-09  1.321E-08  8.909E-09  3.387E-17  5.118E-17  1.00E-07
  7.750E-04 2.53974E-16  3.048E-09  1.321E-08  8.909E-09  3.500E-17  5.289E-17  1.00E-07
  8.000E-04 2.53974E-16  3.146E-09  1.321E-08  8.909E-09  3.613E-17  5.459E-17  1.00E-07
  8.250E-04 2.53974E-16  3.245E-09  1.321E-08  8.909E-09  3.726E-17  5.630E-17  1.00E-07
  8.500E-04 2.53974E-16  3.343E-09  1.321E-08  8.909E-09  3.839E-17  5.801E-17  1.00E-07
  8.750E-04 2.53974E-16  3.441E-09  1.321E-08  8.909E-09  3.952E-17  5.971E-17  1.00E-07
  9.000E-04 2.53974E-16  3.539E-09  1.321E-08  8.909E-09  4.065E-17  6.142E-17  1.00E-07
  9.250E-04 2.53974E-16  3.638E-09  1.321E-08  8.909E-09  4.178E-17  6.312E-17  1.00E-07
  9.500E-04 2.53974E-16  3.736E-09  1.321E-08  8.909E-09  4.291E-17  6.483E-17  1.00E-07
  9.750E-04 2.53974E-16  3.834E-09  1.321E-08  8.909E-09  4.404E-17  6.654E-17  1.00E-07
  1.000E-03 2.53974E-16  3.933E-09  1.321E-08  8.909E-09  4.517E-17  6.824E-17  1.00E-07
  1.250E-03 2.53974E-16  4.916E-09  1.321E-08  8.909E-09  5.646E-17  8.530E-17  1.00E-07
  1.500E-03 2.53974E-16  5.899E-09  1.321E-08  8.909E-09  6.775E-17  1.024E-16  1.00E-07
  1.750E-03 2.53974E-16  6.882E-09  1.321E-08  8.909E-09  7.904E-17  1.194E-16  1.00E-07
  2.000E-03 2.53974E-16  7.865E-09  1.321E-08  8.909E-09  9.033E-17  1.365E-16  1.00E-07
  2.250E-03 2.53974E-16  8.849E-09  1.321E-08  8.909E-09  1.016E-16  1.535E-16  1.00E-07
  2.500E-03 2.53974E-16  9.832E-09  1.321E-08  8.909E-09  1.129E-16  1.706E-16  1.00E-07
  2.750E-03 2.53974E-16  1.082E-08  1.321E-08  8.909E-09  1.242E-16  1.877E-16  1.00E-07
  3.000E-03 2.53974E-16  1.180E-08  1.321E-08  8.909E-09  1.355E-16  2.047E-16  1.00E-07
  3.250E-03 2.53974E-16  1.278E-08  1.321E-08  8.909E-09  1.468E-16  2.218E-16  1.00E-07
  3.500E-03 2.53974E-16  1.376E-08  1.321E-08  8.909E-09  1.581E-16  2.389E-16  1.00E-07
  3.750E-03 2.53974E-16  1.475E-08  1.321E-08  8.909E-09  1.694E-16  2.559E-16  1.00E-07
  4.000E-03 2.53974E-16  1.573E-08  1.321E-08  8.909E-09  1.807E-16  2.730E-16  1.00E-07
  4.250E-03 2.53974E-16  1.671E-08  1.321E-08  8.909E-09  1.920E-16  2.900E-16  1.00E-07
  4.500E-03 2.53974E-16  1.770E-08  1.321E-08  8.909E-09  2.032E-16  3.071E-16  1.00E-07
  4.750E-03 2.53974E-16  1.868E-08  1.321E-08  8.909E-09  2.145E-16  3.242E-16  1.00E-07
  5.000E-03 2.53974E-16  1.966E-08  1.321E-08  8.909E-09  2.258E-16  3.412E-16  1.00E-07
  5.250E-03 2.53974E-16  2.065E-08  1.321E-08  8.909E-09  2.371E-16  3.583E-16  1.00E-07
  5.500E-03 2.53974E-16  2.163E-08  1.321E-08  8.909E-09  2.484E-16  3.753E-16  1.00E-07
  5.750E-03 2.53974E-16  2.261E-08  1.321E-08  8.909E-09  2.597E-16  3.924E-16  1.00E-07
  6.000E-03 2.53974E-16  2.360E-08  1.321E-08  8.909E-09  2.710E-16  4.095E-16  1.00E-07
  6.250E-03 2.53974E-16  2.458E-08  1.321E-08  8.909E-09  2.823E-16  4.265E-16  1.00E-07
  6.500E-03 2.53974E-16  2.556E-08  1.321E-08  8.909E-09  2.936E-16  4.436E-16  1.00E-07
  6.750E-03 2.53974E-16  2.655E-08  1.321E-08  8.909E-09  3.049E-16  4.606E-16  1.00E-07
  7.000E-03 2.53974E-16  2.753E-08  1.321E-08  8.909E-09  3.162E-16  4.777E-16  1.00E-07
  7.250E-03 2.53974E-16  2.851E-08  1.321E-08  8.909E-09  3.275E-16  4.948E-16  1.00E-07
  7.500E-03 2.53974E-16  2.950E-08  1.321E-08  8.909E-09  3.387E-16  5.118E-16  1.00E-07
  7.750E-03 2.53974E-16  3.048E-08  1.321E-08  8.909E-09  3.500E-16  5.289E-16  1.00E-07
  8.000E-03 2.53974E-16  3.146E-08  1.321E-08  8.909E-09  3.613E-16  5.459E-16  1.00E-07
  8.250E-03 2.53974E-16  3.245E-08  1.321E-08  8.909E-09  3.726E-16  5.630E-16  1.00E-07
  8.500E-03 2.53974E-16  3.343E-08  1.321E-08  8.909E-09  3.839E-16  5.801E-16  1.00E-07
  8.750E-03 2.53974E-16  3.441E-08  1.321E-08  8.909E-09  3.952E-16  5.971E-16  1.00E-07
  9.000E-03 2.53974E-16  3.539E-08  1.321E-08  8.909E-09  4.065E-16  6.142E-16  1.00E-07
  9.250E-03 2.53974E-16  3.638E-08  1.321E-08  8.909E-09  4.178E-16  6.312E-16  1.00E-07
  9.500E-03 2.53974E-16  3.736E-08  1.321E-08  8.909E-09  4.291E-16  6.483E-16  1.00E-07
  9.750E-03 2.53974E-16  3.834E-08  1.321E-08  8.909E-09  4.404E-16  6.654E-16  1.00E-07
  1.000E-02 2.53974E-16  3.933E-08  1.321E-08  8.909E-09  4.517E-16  6.824E-16  1.00E-07
  1.250E-02 2.53974E-16  4.916E-08  1.321E-08  8.909E-09  5.646E-16  8.530E-16  1.00E-07
  1.500E-02 2.53974E-16  5.899E-08  1.321E-08  8.909E-09  6.775E-16  1.024E-15  1.00E-07
  1.750E-02 2.53974E-16  6.882E-08  1.321E-08  8.909E-09  7.904E-16  1.194E-15  1.00E-07
  2.000E-02 2.53974E-16  7.865E-08  1.321E-08  8.909E-09  9.033E-16  1.365E-15  1.00E-07
  2.250E-02 2.53974E-16  8.849E-08  1.321E-08  8.909E-09  1.016E-15  1.535E-15  1.00E-07
  2.500E-02 2.53974E-16  9.832E-08  1.321E-08  8.909E-09  1.129E-15  1.706E-15  1.00E-07
  2.750E-02 2.53973E-16  1.082E-07  1.321E-08  8.909E-09  1.242E-15  1.877E-15  1.00E-07
  3.000E-02 2.53973E-16  1.180E-07  1.321E-08  8.909E-09  1.355E-15  2.047E-15  1.00E-07
  3.250E-02 2.53973E-16  1.278E-07  1.321E-08  8.909E-09  1.468E-15  2.218E-15  1.00E-07
  3.500E-02 2.53973E-16  1.376E-07  1.321E-08  8.909E-09  1.581E-15  2.389E-15  1.00E-07
  3.750E-02 2.53973E-16  1.475E-07  1.321E-08  8.909E-09  1.694E-15  2.559E-15  1.00E-07
  4.000E-02 2.53973E-16  1.573E-07  1.321E-08  8.909E-09  1.807E-15  2.730E-15  1.00E-07
  4.250E-02 2.53972E-16  1.671E-07  1.321E-08  8.909E-09  1.920E-15  2.900E-15  1.00E-07
  4.500E-02 2.53972E-16  1.770E-07  1.321E-08  8.909E-09  2.032E-15  3.071E-15  1.00E-07
  4.750E-02 2.53972E-16  1.868E-07  1.321E-08  8.909E-09  2.145E-15  3.242E-15  1.00E-07
  5.000E-02 2.53972E-16  1.966E-07  1.321E-08  8.909E-09  2.258E-15  3.412E-15  1.00E-07
  5.250E-02 2.53972E-16  2.065E-07  1.321E-08  8.909E-09  2.371E-15  3.583E-15  1.00E-07
  5.500E-02 2.53971E-16  2.163E-07  1.321E-08  8.909E-09  2.484E-15  3.753E-15  1.00E-07
  5.750E-02 2.53971E-16  2.261E-07  1.321E-08  8.909E-09  2.597E-15  3.924E-15  1.00E-07
  6.000E-02 2.53971E-16  2.360E-07  1.321E-08  8.909E-09  2.710E-15  4.095E-15  1.00E-07
  6.250E-02 2.53971E-16  2.458E-07  1.321E-08  8.909E-09  2.823E-15  4.265E-15  1.00E-07
  6.500E-02 2.53970E-16  2.556E-07  1.321E-08  8.909E-09  2.936E-15  4.436E-15  1.00E-07
  6.750E-02 2.53970E-16  2.655E-07  1.321E-08  8.908E-09  3.049E-15  4.606E-15  1.00E-07
  7.000E-02 2.53970E-16  2.753E-07  1.321E-08  8.908E-09  3.162E-15  4.777E-15  1.00E-07
  7.250E-02 2.53969E-16  2.851E-07  1.321E-08  8.908E-09  3.274E-15  4.948E-15  1.00E-07
  7.500E-02 2.53969E-16  2.950E-07  1.321E-08  8.908E-09  3.387E-15  5.118E-15  1.00E-07
  7.750E-02 2.53969E-16  3.048E-07  1.321E-08  8.908E-09  3.500E-15  5.289E-15  1.00E-07
  8.000E-02 2.53968E-16  3.146E-07  1.321E-08  8.908E-09  3.613E-15  5.459E-15  1.00E-07
  8.250E-02 2.53968E-16  3.245E-07  1.321E-08  8.908E-09  3.726E-15  5.630E-15  1.00E-07
  8.500E-02 2.53967E-16  3.343E-07  1.321E-08  8.908E-09  3.839E-15  5.801E-15  1.00E-07
  8.750E-02 2.53967E-16  3.441E-07  1.321E-08  8.908E-09  3.952E-15  5.971E-15  1.00E-07
  9.000E-02 2.53967E-16  3.540E-07  1.321E-08  8.908E-09  4.065E-15  6.142E-15  1.00E-07
  9.250E-02 2.53966E-16  3.638E-07  1.321E-08  8.908E-09  4.178E-15  6.312E-15  1.00E-07
  9.500E-02 2.53966E-16  3.736E-07  1.321E-08  8.908E-09  4.291E-15  6.483E-15  1.00E-07
  9.750E-02 2.53965E-16  3.834E-07  1.321E-08  8.908E-09  4.404E-15  6.654E-15  1.00E-07
  1.000E-01 2.53965E-16  3.933E-07  1.321E-08  8.908E-09  4.516E-15  6.824E-15  1.00E-07
  1.250E-01 2.53960E-16  4.916E-07  1.321E-08  8.908E-09  5.645E-15  8.530E-15  1.00E-07
  1.500E-01 2.53953E-16  5.899E-07  1.321E-08  8.908E-09  6.774E-15  1.024E-14  1.00E-07
  1.750E-01 2.53946E-16  6.883E-07  1.321E-08  8.908E-09  7.903E-15  1.194E-14  1.00E-07
  2.000E-01 2.53937E-16  7.866E-07  1.321E-08  8.908E-09  9.032E-15  1.365E-14  1.00E-07
  2.250E-01 2.53927E-16  8.850E-07  1.321E-08  8.908E-09  1.016E-14  1.535E-14  1.00E-07
  2.500E-01 2.53916E-16  9.833E-07  1.321E-08  8.908E-09  1.129E-14  1.706E-14  1.00E-07
  2.750E-01 2.53903E-16  1.082E-06  1.321E-08  8.908E-09  1.242E-14  1.877E-14  1.00E-07
  3.000E-01 2.53890E-16  1.180E-06  1.321E-08  8.908E-09  1.355E-14  2.047E-14  1.00E-07
  3.250E-01 2.53875E-16  1.278E-06  1.321E-08  8.908E-09  1.467E-14  2.218E-14  1.00E-07
  3.500E-01 2.53860E-16  1.377E-06  1.321E-08  8.908E-09  1.580E-14  2.388E-14  1.00E-07
  3.750E-01 2.53843E-16  1.475E-06  1.321E-08  8.908E-09  1.693E-14  2.559E-14  1.00E-07
  4.000E-01 2.53825E-16  1.574E-06  1.321E-08  8.908E-09  1.806E-14  2.730E-14  1.00E-07
  4.250E-01 2.53805E-16  1.672E-06  1.321E-08  8.908E-09  1.918E-14  2.900E-14  1.00E-07
  4.500E-01 2.53785E-16  1.770E-06  1.321E-08  8.907E-09  2.031E-14  3.071E-14  1.00E-07
  4.750E-01 2.53763E-16  1.869E-06  1.321E-08  8.907E-09  2.144E-14  3.241E-14  1.00E-07
  5.000E-01 2.53740E-16  1.967E-06  1.321E-08  8.907E-09  2.256E-14  3.412E-14  1.00E-07
  5.250E-01 2.53717E-16  2.066E-06  1.321E-08  8.907E-09  2.369E-14  3.582E-14  1.00E-07
  5.500E-01 2.53691E-16  2.164E-06  1.320E-08  8.907E-09  2.481E-14  3.753E-14  1.00E-07
  5.750E-01 2.53665E-16  2.263E-06  1.320E-08  8.907E-09  2.594E-14  3.923E-14  1.00E-07
  6.000E-01 2.53638E-16  2.361E-06  1.320E-08  8.907E-09  2.706E-14  4.094E-14  1.00E-07
  6.250E-01 2.53609E-16  2.460E-06  1.320E-08  8.906E-09  2.819E-14  4.264E-14  1.00E-07
  6.500E-01 2.53579E-16  2.558E-06  1.320E-08  8.906E-09  2.931E-14  4.435E-14  1.00E-07
  6.750E-01 2.53548E-16  2.657E-06  1.320E-08  8.906E-09  3.043E-14  4.605E-14  1.00E-07
  7.000E-01 2.53516E-16  2.756E-06  1.320E-08  8.906E-09  3.156E-14  4.776E-14  1.00E-07
  7.250E-01 2.53483E-16  2.854E-06  1.320E-08  8.906E-09  3.268E-14  4.946E-14  1.00E-07
  7.500E-01 2.53449E-16  2.953E-06  1.320E-08  8.906E-09  3.380E-14  5.117E-14  1.00E-07
  7.750E-01 2.53413E-16  3.052E-06  1.319E-08  8.905E-09  3.492E-14  5.287E-14  1.00E-07
  8.000E-01 2.53376E-16  3.150E-06  1.319E-08  8.905E-09  3.604E-14  5.458E-14  1.00E-07
  8.250E-01 2.53339E-16  3.249E-06  1.319E-08  8.905E-09  3.717E-14  5.628E-14  1.00E-07
  8.500E-01 2.53300E-16  3.348E-06  1.319E-08  8.905E-09  3.829E-14  5.799E-14  1.00E-07
  8.750E-01 2.53259E-16  3.446E-06  1.319E-08  8.905E-09  3.941E-14  5.969E-14  1.00E-07
  9.000E-01 2.53218E-16  3.545E-06  1.319E-08  8.904E-09  4.052E-14  6.140E-14  1.00E-07
  9.250E-01 2.53176E-16  3.644E-06  1.319E-08  8.904E-09  4.164E-14  6.310E-14  1.00E-07
  9.500E-01 2.53132E-16  3.743E-06  1.319E-08  8.904E-09  4.276E-14  6.480E-14  1.00E-07
  9.750E-01 2.53087E-16  3.842E-06  1.318E-08  8.904E-09  4.388E-14  6.651E-14  1.00E-07
  1.000E+00 2.53041E-16  3.941E-06  1.318E-08  8.903E-09  4.499E-14  6.821E-14  1.00E-07
  1.100E+00 2.52846E-16  4.337E-06  1.318E-08  8.902E-09  4.945E-14  7.502E-14  1.00E-07
  1.200E+00 2.52632E-16  4.733E-06  1.317E-08  8.901E-09  5.390E-14  8.184E-14  1.00E-07
  1.300E+00 2.52400E-16  5.130E-06  1.316E-08  8.900E-09  5.834E-14  8.865E-14  1.00E-07
  1.400E+00 2.52150E-16  5.528E-06  1.315E-08  8.898E-09  6.276E-14  9.545E-14  1.00E-07
  1.500E+00 2.51881E-16  5.926E-06  1.314E-08  8.897E-09  6.717E-14  1.023E-13  1.00E-07
  1.600E+00 2.51595E-16  6.325E-06  1.313E-08  8.895E-09  7.156E-14  1.091E-13  1.00E-07
  1.700E+00 2.51290E-16  6.725E-06  1.312E-08  8.893E-09  7.594E-14  1.159E-13  1.00E-07
  1.800E+00 2.50968E-16  7.125E-06  1.311E-08  8.892E-09  8.030E-14  1.227E-13  1.00E-07
  1.900E+00 2.50627E-16  7.527E-06  1.310E-08  8.890E-09  8.464E-14  1.294E-13  1.00E-07
  2.000E+00 2.50269E-16  7.929E-06  1.309E-08  8.888E-09  8.897E-14  1.362E-13  1.00E-07
  2.100E+00 2.49894E-16  8.333E-06  1.307E-08  8.885E-09  9.327E-14  1.430E-13  1.00E-07
  2.200E+00 2.49501E-16  8.737E-06  1.306E-08  8.883E-09  9.755E-14  1.498E-13  1.00E-07
  2.300E+00 2.49090E-16  9.142E-06  1.305E-08  8.881E-09  1.018E-13  1.566E-13  1.00E-07
  2.400E+00 2.48662E-16  9.549E-06  1.303E-08  8.878E-09  1.060E-13  1.633E-13  1.00E-07
  2.500E+00 2.48217E-16  9.957E-06  1.302E-08  8.876E-09  1.103E-13  1.701E-13  1.00E-07
  2.600E+00 2.47755E-16  1.037E-05  1.300E-08  8.873E-09  1.144E-13  1.769E-13  1.00E-07
  2.700E+00 2.47277E-16  1.078E-05  1.298E-08  8.870E-09  1.186E-13  1.836E-13  1.00E-07
  2.800E+00 2.46781E-16  1.119E-05  1.297E-08  8.867E-09  1.227E-13  1.904E-13  1.00E-07
  2.900E+00 2.46269E-16  1.160E-05  1.295E-08  8.865E-09  1.268E-13  1.971E-13  1.00E-07
  3.000E+00 2.45740E-16  1.201E-05  1.293E-08  8.861E-09  1.309E-13  2.039E-13  1.00E-07
  3.100E+00 2.45195E-16  1.243E-05  1.291E-08  8.858E-09  1.350E-13  2.106E-13  1.00E-07
  3.200E+00 2.44634E-16  1.285E-05  1.289E-08  8.855E-09  1.390E-13  2.173E-13  1.00E-07
  3.300E+00 2.44057E-16  1.327E-05  1.287E-08  8.852E-09  1.430E-13  2.241E-13  1.00E-07
  3.400E+00 2.43464E-16  1.369E-05  1.285E-08  8.848E-09  1.469E-13  2.308E-13  1.00E-07
  3.500E+00 2.42855E-16  1.411E-05  1.283E-08  8.844E-09  1.508E-13  2.375E-13  1.00E-07
  3.600E+00 2.42231E-16  1.453E-05  1.281E-08  8.841E-09  1.547E-13  2.442E-13  1.00E-07
  3.700E+00 2.41592E-16  1.496E-05  1.279E-08  8.837E-09  1.586E-13  2.509E-13  1.00E-07
  3.800E+00 2.40937E-16  1.538E-05  1.276E-08  8.833E-09  1.624E-13  2.576E-13  1.00E-07
  3.900E+00 2.40268E-16  1.581E-05  1.274E-08  8.829E-09  1.662E-13  2.643E-13  1.00E-07
  4.000E+00 2.39583E-16  1.624E-05  1.272E-08  8.825E-09  1.699E-13  2.709E-13  1.00E-07
  4.100E+00 2.38884E-16  1.668E-05  1.269E-08  8.821E-09  1.736E-13  2.776E-13  1.00E-07
  4.200E+00 2.38171E-16  1.711E-05  1.267E-08  8.816E-09  1.773E-13  2.843E-13  1.00E-07
  4.300E+00 2.37443E-16  1.755E-05  1.264E-08  8.812E-09  1.809E-13  2.909E-13  1.00E-07
  4.400E+00 2.36702E-16  1.799E-05  1.261E-08  8.808E-09  1.845E-13  2.976E-13  1.00E-07
  4.500E+00 2.35946E-16  1.843E-05  1.259E-08  8.803E-09  1.880E-13  3.042E-13  1.00E-07
  4.600E+00 2.35177E-16  1.887E-05  1.256E-08  8.798E-09  1.915E-13  3.108E-13  1.00E-07
  4.700E+00 2.34395E-16  1.932E-05  1.253E-08  8.793E-09  1.950E-13  3.174E-13  1.00E-07
  4.800E+00 2.33599E-16  1.976E-05  1.250E-08  8.788E-09  1.984E-13  3.241E-13  1.00E-07
  4.900E+00 2.32791E-16  2.021E-05  1.248E-08  8.783E-09  2.018E-13  3.307E-13  1.00E-07
  5.000E+00 2.31969E-16  2.067E-05  1.245E-08  8.778E-09  2.051E-13  3.373E-13  1.00E-07
  5.100E+00 2.31135E-16  2.112E-05  1.242E-08  8.773E-09  2.084E-13  3.438E-13  1.00E-07
  5.200E+00 2.30289E-16  2.158E-05  1.239E-08  8.768E-09  2.116E-13  3.504E-13  1.00E-07
  5.300E+00 2.29430E-16  2.204E-05  1.236E-08  8.762E-09  2.148E-13  3.570E-13  1.00E-07
  5.400E+00 2.28560E-16  2.250E-05  1.232E-08  8.757E-09  2.180E-13  3.635E-13  1.00E-07
  5.500E+00 2.27678E-16  2.297E-05  1.229E-08  8.751E-09  2.210E-13  3.701E-13  1.00E-07
  5.600E+00 2.26784E-16  2.343E-05  1.226E-08  8.746E-09  2.241E-13  3.766E-13  1.00E-07
  5.700E+00 2.25880E-16  2.391E-05  1.223E-08  8.740E-09  2.271E-13  3.831E-13  1.00E-07
  5.800E+00 2.24964E-16  2.438E-05  1.219E-08  8.734E-09  2.300E-13  3.896E-13  1.00E-07
  5.900E+00 2.24037E-16  2.486E-05  1.216E-08  8.728E-09  2.329E-13  3.961E-13  1.00E-07
  6.000E+00 2.23100E-16  2.533E-05  1.213E-08  8.722E-09  2.357E-13  4.026E-13  1.00E-07
  6.100E+00 2.22152E-16  2.582E-05  1.209E-08  8.716E-09  2.385E-13  4.091E-13  1.00E-07
  6.200E+00 2.21195E-16  2.630E-05  1.206E-08  8.709E-09  2.413E-13  4.156E-13  1.00E-07
  6.300E+00 2.20227E-16  2.679E-05  1.202E-08  8.703E-09  2.440E-13  4.220E-13  1.00E-07
  6.400E+00 2.19250E-16  2.728E-05  1.198E-08  8.696E-09  2.466E-13  4.285E-13  1.00E-07
  6.500E+00 2.18264E-16  2.778E-05  1.195E-08  8.690E-09  2.492E-13  4.349E-13  1.00E-07
  6.600E+00 2.17268E-16  2.827E-05  1.191E-08  8.683E-09  2.517E-13  4.413E-13  1.00E-07
  6.700E+00 2.16263E-16  2.878E-05  1.187E-08  8.676E-09  2.541E-13  4.478E-13  1.00E-07
  6.800E+00 2.15250E-16  2.928E-05  1.184E-08  8.669E-09  2.565E-13  4.542E-13  1.00E-07
  6.900E+00 2.14228E-16  2.979E-05  1.180E-08  8.662E-09  2.589E-13  4.605E-13  1.00E-07
  7.000E+00 2.13198E-16  3.030E-05  1.176E-08  8.655E-09  2.612E-13  4.669E-13  1.00E-07
  7.100E+00 2.12160E-16  3.081E-05  1.172E-08  8.648E-09  2.634E-13  4.733E-13  1.00E-07
  7.200E+00 2.11114E-16  3.133E-05  1.168E-08  8.641E-09  2.656E-13  4.796E-13  1.00E-07
  7.300E+00 2.10061E-16  3.185E-05  1.164E-08  8.634E-09  2.677E-13  4.860E-13  1.00E-07
  7.400E+00 2.09000E-16  3.238E-05  1.160E-08  8.626E-09  2.698E-13  4.923E-13  1.00E-07
  7.500E+00 2.07932E-16  3.291E-05  1.156E-08  8.619E-09  2.718E-13  4.986E-13  1.00E-07
  7.600E+00 2.06858E-16  3.344E-05  1.152E-08  8.611E-09  2.737E-13  5.049E-13  1.00E-07
  7.700E+00 2.05777E-16  3.398E-05  1.148E-08  8.603E-09  2.756E-13  5.112E-13  1.00E-07
  7.800E+00 2.04689E-16  3.452E-05  1.144E-08  8.595E-09  2.775E-13  5.174E-13  1.00E-07
  7.900E+00 2.03596E-16  3.506E-05  1.140E-08  8.588E-09  2.792E-13  5.237E-13  1.00E-07
  8.000E+00 2.02496E-16  3.561E-05  1.135E-08  8.580E-09  2.809E-13  5.299E-13  1.00E-07
  8.100E+00 2.01391E-16  3.617E-05  1.131E-08  8.571E-09  2.826E-13  5.361E-13  1.00E-07
  8.200E+00 2.00280E-16  3.672E-05  1.127E-08  8.563E-09  2.842E-13  5.423E-13  1.00E-07
  8.300E+00 1.99164E-16  3.728E-05  1.122E-08  8.555E-09  2.857E-13  5.485E-13  1.00E-07
  8.400E+00 1.98043E-16  3.785E-05  1.118E-08  8.547E-09  2.871E-13  5.547E-13  1.00E-07
