  5.500E-04 4.06985E-16  1.287E-09  1.678E-08  1.119E-08  1.605E-17  2.631E-17  1.00E-07
  5.750E-04 4.06985E-16  1.346E-09  1.678E-08  1.119E-08  1.678E-17  2.751E-17  1.00E-07
  6.000E-04 4.06985E-16  1.404E-09  1.678E-08  1.119E-08  1.751E-17  2.870E-17  1.00E-07
  6.250E-04 4.06985E-16  1.463E-09  1.678E-08  1.119E-08  1.824E-17  2.990E-17  1.00E-07
  6.500E-04 4.06985E-16  1.521E-09  1.678E-08  1.119E-08  1.897E-17  3.110E-17  1.00E-07
  6.750E-04 4.06985E-16  1.580E-09  1.678E-08  1.119E-08  1.970E-17  3.229E-17  1.00E-07
  7.000E-04 4.06985E-16  1.638E-09  1.678E-08  1.119E-08  2.043E-17  3.349E-17  1.00E-07
  7.250E-04 4.06985E-16  1.697E-09  1.678E-08  1.119E-08  2.116E-17  3.468E-17  1.00E-07
  7.500E-04 4.06985E-16  1.755E-09  1.678E-08  1.119E-08  2.189E-17  3.588E-17  1.00E-07
  7.750E-04 4.06985E-16  1.814E-09  1.678E-08  1.119E-08  2.262E-17  3.708E-17  1.00E-07
  8.000E-04 4.06985E-16  1.872E-09  1.678E-08  1.119E-08  2.335E-17  3.827E-17  1.00E-07
  8.250E-04 4.06985E-16  1.931E-09  1.678E-08  1.119E-08  2.408E-17  3.947E-17  1.00E-07
  8.500E-04 4.06985E-16  1.989E-09  1.678E-08  1.119E-08  2.481E-17  4.066E-17  1.00E-07
  8.750E-04 4.06985E-16  2.048E-09  1.678E-08  1.119E-08  2.554E-17  4.186E-17  1.00E-07
  9.000E-04 4.06985E-16  2.106E-09  1.678E-08  1.119E-08  2.627E-17  4.306E-17  1.00E-07
  9.250E-04 4.06985E-16  2.165E-09  1.678E-08  1.119E-08  2.700E-17  4.425E-17  1.00E-07
  9.500E-04 4.06985E-16  2.224E-09  1.678E-08  1.119E-08  2.773E-17  4.545E-17  1.00E-07
  9.750E-04 4.06985E-16  2.282E-09  1.678E-08  1.119E-08  2.846E-17  4.664E-17  1.00E-07
  1.000E-03 4.06985E-16  2.341E-09  1.678E-08  1.119E-08  2.919E-17  4.784E-17  1.00E-07
  1.250E-03 4.06985E-16  2.926E-09  1.678E-08  1.119E-08  3.648E-17  5.980E-17  1.00E-07
  1.500E-03 4.06985E-16  3.511E-09  1.678E-08  1.119E-08  4.378E-17  7.176E-17  1.00E-07
  1.750E-03 4.06985E-16  4.096E-09  1.678E-08  1.119E-08  5.108E-17  8.372E-17  1.00E-07
  2.000E-03 4.06985E-16  4.681E-09  1.678E-08  1.119E-08  5.837E-17  9.568E-17  1.00E-07
  2.250E-03 4.06985E-16  5.266E-09  1.678E-08  1.119E-08  6.567E-17  1.076E-16  1.00E-07
  2.500E-03 4.06985E-16  5.851E-09  1.678E-08  1.119E-08  7.296E-17  1.196E-16  1.00E-07
  2.750E-03 4.06985E-16  6.436E-09  1.678E-08  1.119E-08  8.026E-17  1.316E-16  1.00E-07
  3.000E-03 4.06985E-16  7.022E-09  1.678E-08  1.119E-08  8.756E-17  1.435E-16  1.00E-07
  3.250E-03 4.06985E-16  7.607E-09  1.678E-08  1.119E-08  9.485E-17  1.555E-16  1.00E-07
  3.500E-03 4.06985E-16  8.192E-09  1.678E-08  1.119E-08  1.022E-16  1.674E-16  1.00E-07
  3.750E-03 4.06985E-16  8.777E-09  1.678E-08  1.119E-08  1.094E-16  1.794E-16  1.00E-07
  4.000E-03 4.06985E-16  9.362E-09  1.678E-08  1.119E-08  1.167E-16  1.914E-16  1.00E-07
  4.250E-03 4.06985E-16  9.947E-09  1.678E-08  1.119E-08  1.240E-16  2.033E-16  1.00E-07
  4.500E-03 4.06985E-16  1.053E-08  1.678E-08  1.119E-08  1.313E-16  2.153E-16  1.00E-07
  4.750E-03 4.06985E-16  1.112E-08  1.678E-08  1.119E-08  1.386E-16  2.272E-16  1.00E-07
  5.000E-03 4.06985E-16  1.170E-08  1.678E-08  1.119E-08  1.459E-16  2.392E-16  1.00E-07
  5.250E-03 4.06985E-16  1.229E-08  1.678E-08  1.119E-08  1.532E-16  2.512E-16  1.00E-07
  5.500E-03 4.06985E-16  1.287E-08  1.678E-08  1.119E-08  1.605E-16  2.631E-16  1.00E-07
  5.750E-03 4.06985E-16  1.346E-08  1.678E-08  1.119E-08  1.678E-16  2.751E-16  1.00E-07
  6.000E-03 4.06985E-16  1.404E-08  1.678E-08  1.119E-08  1.751E-16  2.870E-16  1.00E-07
  6.250E-03 4.06985E-16  1.463E-08  1.678E-08  1.119E-08  1.824E-16  2.990E-16  1.00E-07
  6.500E-03 4.06985E-16  1.521E-08  1.678E-08  1.119E-08  1.897E-16  3.110E-16  1.00E-07
  6.750E-03 4.06985E-16  1.580E-08  1.678E-08  1.119E-08  1.970E-16  3.229E-16  1.00E-07
  7.000E-03 4.06985E-16  1.638E-08  1.678E-08  1.119E-08  2.043E-16  3.349E-16  1.00E-07
  7.250E-03 4.06985E-16  1.697E-08  1.678E-08  1.119E-08  2.116E-16  3.468E-16  1.00E-07
  7.500E-03 4.06985E-16  1.755E-08  1.678E-08  1.119E-08  2.189E-16  3.588E-16  1.00E-07
  7.750E-03 4.06985E-16  1.814E-08  1.678E-08  1.119E-08  2.262E-16  3.708E-16  1.00E-07
  8.000E-03 4.06985E-16  1.872E-08  1.678E-08  1.119E-08  2.335E-16  3.827E-16  1.00E-07
  8.250E-03 4.06985E-16  1.931E-08  1.678E-08  1.119E-08  2.408E-16  3.947E-16  1.00E-07
  8.500E-03 4.06985E-16  1.989E-08  1.678E-08  1.119E-08  2.481E-16  4.066E-16  1.00E-07
  8.750E-03 4.06985E-16  2.048E-08  1.678E-08  1.119E-08  2.554E-16  4.186E-16  1.00E-07
  9.000E-03 4.06985E-16  2.106E-08  1.678E-08  1.119E-08  2.627E-16  4.306E-16  1.00E-07
  9.250E-03 4.06985E-16  2.165E-08  1.678E-08  1.119E-08  2.700E-16  4.425E-16  1.00E-07
  9.500E-03 4.06985E-16  2.224E-08  1.678E-08  1.119E-08  2.773E-16  4.545E-16  1.00E-07
  9.750E-03 4.06985E-16  2.282E-08  1.678E-08  1.119E-08  2.846E-16  4.664E-16  1.00E-07
  1.000E-02 4.06985E-16  2.341E-08  1.678E-08  1.119E-08  2.919E-16  4.784E-16  1.00E-07
  1.250E-02 4.06985E-16  2.926E-08  1.678E-08  1.119E-08  3.648E-16  5.980E-16  1.00E-07
  1.500E-02 4.06985E-16  3.511E-08  1.678E-08  1.119E-08  4.378E-16  7.176E-16  1.00E-07
  1.750E-02 4.06985E-16  4.096E-08  1.678E-08  1.119E-08  5.108E-16  8.372E-16  1.00E-07
  2.000E-02 4.06985E-16  4.681E-08  1.678E-08  1.119E-08  5.837E-16  9.568E-16  1.00E-07
  2.250E-02 4.06985E-16  5.266E-08  1.678E-08  1.119E-08  6.567E-16  1.076E-15  1.00E-07
  2.500E-02 4.06985E-16  5.851E-08  1.678E-08  1.119E-08  7.296E-16  1.196E-15  1.00E-07
  2.750E-02 4.06984E-16  6.436E-08  1.678E-08  1.119E-08  8.026E-16  1.316E-15  1.00E-07
  3.000E-02 4.06984E-16  7.022E-08  1.678E-08  1.119E-08  8.756E-16  1.435E-15  1.00E-07
  3.250E-02 4.06984E-16  7.607E-08  1.678E-08  1.119E-08  9.485E-16  1.555E-15  1.00E-07
  3.500E-02 4.06984E-16  8.192E-08  1.678E-08  1.119E-08  1.022E-15  1.674E-15  1.00E-07
  3.750E-02 4.06984E-16  8.777E-08  1.678E-08  1.119E-08  1.094E-15  1.794E-15  1.00E-07
  4.000E-02 4.06983E-16  9.362E-08  1.678E-08  1.119E-08  1.167E-15  1.914E-15  1.00E-07
  4.250E-02 4.06983E-16  9.947E-08  1.678E-08  1.119E-08  1.240E-15  2.033E-15  1.00E-07
  4.500E-02 4.06983E-16  1.053E-07  1.678E-08  1.119E-08  1.313E-15  2.153E-15  1.00E-07
  4.750E-02 4.06982E-16  1.112E-07  1.678E-08  1.119E-08  1.386E-15  2.272E-15  1.00E-07
  5.000E-02 4.06982E-16  1.170E-07  1.678E-08  1.119E-08  1.459E-15  2.392E-15  1.00E-07
  5.250E-02 4.06982E-16  1.229E-07  1.678E-08  1.119E-08  1.532E-15  2.512E-15  1.00E-07
  5.500E-02 4.06981E-16  1.287E-07  1.678E-08  1.119E-08  1.605E-15  2.631E-15  1.00E-07
  5.750E-02 4.06981E-16  1.346E-07  1.678E-08  1.119E-08  1.678E-15  2.751E-15  1.00E-07
  6.000E-02 4.06981E-16  1.404E-07  1.678E-08  1.119E-08  1.751E-15  2.870E-15  1.00E-07
  6.250E-02 4.06980E-16  1.463E-07  1.678E-08  1.119E-08  1.824E-15  2.990E-15  1.00E-07
  6.500E-02 4.06980E-16  1.521E-07  1.678E-08  1.119E-08  1.897E-15  3.110E-15  1.00E-07
  6.750E-02 4.06979E-16  1.580E-07  1.678E-08  1.119E-08  1.970E-15  3.229E-15  1.00E-07
  7.000E-02 4.06979E-16  1.638E-07  1.678E-08  1.119E-08  2.043E-15  3.349E-15  1.00E-07
  7.250E-02 4.06978E-16  1.697E-07  1.678E-08  1.119E-08  2.116E-15  3.468E-15  1.00E-07
  7.500E-02 4.06978E-16  1.755E-07  1.678E-08  1.119E-08  2.189E-15  3.588E-15  1.00E-07
  7.750E-02 4.06977E-16  1.814E-07  1.678E-08  1.119E-08  2.262E-15  3.708E-15  1.00E-07
  8.000E-02 4.06977E-16  1.872E-07  1.678E-08  1.119E-08  2.335E-15  3.827E-15  1.00E-07
  8.250E-02 4.06976E-16  1.931E-07  1.678E-08  1.119E-08  2.408E-15  3.947E-15  1.00E-07
  8.500E-02 4.06976E-16  1.989E-07  1.678E-08  1.119E-08  2.481E-15  4.066E-15  1.00E-07
  8.750E-02 4.06975E-16  2.048E-07  1.678E-08  1.119E-08  2.554E-15  4.186E-15  1.00E-07
  9.000E-02 4.06975E-16  2.107E-07  1.678E-08  1.119E-08  2.627E-15  4.306E-15  1.00E-07
  9.250E-02 4.06974E-16  2.165E-07  1.678E-08  1.119E-08  2.700E-15  4.425E-15  1.00E-07
  9.500E-02 4.06973E-16  2.224E-07  1.678E-08  1.119E-08  2.773E-15  4.545E-15  1.00E-07
  9.750E-02 4.06973E-16  2.282E-07  1.678E-08  1.119E-08  2.846E-15  4.664E-15  1.00E-07
  1.000E-01 4.06972E-16  2.341E-07  1.678E-08  1.119E-08  2.918E-15  4.784E-15  1.00E-07
  1.250E-01 4.06965E-16  2.926E-07  1.678E-08  1.119E-08  3.648E-15  5.980E-15  1.00E-07
  1.500E-01 4.06956E-16  3.511E-07  1.678E-08  1.119E-08  4.378E-15  7.176E-15  1.00E-07
  1.750E-01 4.06945E-16  4.096E-07  1.678E-08  1.119E-08  5.107E-15  8.372E-15  1.00E-07
  2.000E-01 4.06932E-16  4.681E-07  1.678E-08  1.119E-08  5.836E-15  9.568E-15  1.00E-07
  2.250E-01 4.06918E-16  5.267E-07  1.678E-08  1.119E-08  6.566E-15  1.076E-14  1.00E-07
  2.500E-01 4.06902E-16  5.852E-07  1.678E-08  1.119E-08  7.295E-15  1.196E-14  1.00E-07
  2.750E-01 4.06885E-16  6.437E-07  1.678E-08  1.119E-08  8.024E-15  1.316E-14  1.00E-07
  3.000E-01 4.06866E-16  7.023E-07  1.678E-08  1.119E-08  8.753E-15  1.435E-14  1.00E-07
  3.250E-01 4.06845E-16  7.608E-07  1.678E-08  1.119E-08  9.482E-15  1.555E-14  1.00E-07
  3.500E-01 4.06823E-16  8.194E-07  1.678E-08  1.119E-08  1.021E-14  1.674E-14  1.00E-07
  3.750E-01 4.06799E-16  8.779E-07  1.678E-08  1.119E-08  1.094E-14  1.794E-14  1.00E-07
  4.000E-01 4.06773E-16  9.365E-07  1.678E-08  1.119E-08  1.167E-14  1.913E-14  1.00E-07
  4.250E-01 4.06745E-16  9.950E-07  1.678E-08  1.119E-08  1.240E-14  2.033E-14  1.00E-07
  4.500E-01 4.06716E-16  1.054E-06  1.678E-08  1.119E-08  1.312E-14  2.153E-14  1.00E-07
  4.750E-01 4.06686E-16  1.112E-06  1.678E-08  1.119E-08  1.385E-14  2.272E-14  1.00E-07
  5.000E-01 4.06653E-16  1.171E-06  1.678E-08  1.119E-08  1.458E-14  2.392E-14  1.00E-07
  5.250E-01 4.06619E-16  1.229E-06  1.677E-08  1.119E-08  1.531E-14  2.511E-14  1.00E-07
  5.500E-01 4.06584E-16  1.288E-06  1.677E-08  1.119E-08  1.604E-14  2.631E-14  1.00E-07
  5.750E-01 4.06546E-16  1.347E-06  1.677E-08  1.119E-08  1.676E-14  2.750E-14  1.00E-07
  6.000E-01 4.06507E-16  1.405E-06  1.677E-08  1.119E-08  1.749E-14  2.870E-14  1.00E-07
  6.250E-01 4.06467E-16  1.464E-06  1.677E-08  1.119E-08  1.822E-14  2.990E-14  1.00E-07
  6.500E-01 4.06424E-16  1.522E-06  1.677E-08  1.119E-08  1.894E-14  3.109E-14  1.00E-07
  6.750E-01 4.06380E-16  1.581E-06  1.677E-08  1.119E-08  1.967E-14  3.229E-14  1.00E-07
  7.000E-01 4.06335E-16  1.640E-06  1.677E-08  1.119E-08  2.040E-14  3.348E-14  1.00E-07
  7.250E-01 4.06288E-16  1.698E-06  1.677E-08  1.119E-08  2.112E-14  3.468E-14  1.00E-07
  7.500E-01 4.06239E-16  1.757E-06  1.676E-08  1.119E-08  2.185E-14  3.587E-14  1.00E-07
  7.750E-01 4.06188E-16  1.816E-06  1.676E-08  1.119E-08  2.257E-14  3.707E-14  1.00E-07
  8.000E-01 4.06136E-16  1.874E-06  1.676E-08  1.119E-08  2.330E-14  3.826E-14  1.00E-07
  8.250E-01 4.06082E-16  1.933E-06  1.676E-08  1.119E-08  2.402E-14  3.946E-14  1.00E-07
  8.500E-01 4.06027E-16  1.992E-06  1.676E-08  1.119E-08  2.475E-14  4.065E-14  1.00E-07
  8.750E-01 4.05969E-16  2.051E-06  1.676E-08  1.119E-08  2.547E-14  4.185E-14  1.00E-07
  9.000E-01 4.05911E-16  2.109E-06  1.676E-08  1.119E-08  2.620E-14  4.304E-14  1.00E-07
  9.250E-01 4.05850E-16  2.168E-06  1.675E-08  1.119E-08  2.692E-14  4.424E-14  1.00E-07
  9.500E-01 4.05788E-16  2.227E-06  1.675E-08  1.119E-08  2.764E-14  4.543E-14  1.00E-07
  9.750E-01 4.05724E-16  2.286E-06  1.675E-08  1.119E-08  2.836E-14  4.663E-14  1.00E-07
  1.000E+00 4.05659E-16  2.345E-06  1.675E-08  1.119E-08  2.909E-14  4.782E-14  1.00E-07
  1.100E+00 4.05381E-16  2.580E-06  1.674E-08  1.119E-08  3.197E-14  5.260E-14  1.00E-07
  1.200E+00 4.05077E-16  2.816E-06  1.673E-08  1.118E-08  3.485E-14  5.738E-14  1.00E-07
  1.300E+00 4.04747E-16  3.052E-06  1.672E-08  1.118E-08  3.772E-14  6.215E-14  1.00E-07
  1.400E+00 4.04391E-16  3.288E-06  1.671E-08  1.118E-08  4.059E-14  6.692E-14  1.00E-07
  1.500E+00 4.04009E-16  3.524E-06  1.670E-08  1.118E-08  4.345E-14  7.170E-14  1.00E-07
  1.600E+00 4.03601E-16  3.761E-06  1.669E-08  1.118E-08  4.629E-14  7.647E-14  1.00E-07
  1.700E+00 4.03168E-16  3.999E-06  1.668E-08  1.118E-08  4.913E-14  8.123E-14  1.00E-07
  1.800E+00 4.02709E-16  4.236E-06  1.667E-08  1.117E-08  5.196E-14  8.600E-14  1.00E-07
  1.900E+00 4.02224E-16  4.475E-06  1.666E-08  1.117E-08  5.478E-14  9.077E-14  1.00E-07
  2.000E+00 4.01714E-16  4.713E-06  1.664E-08  1.117E-08  5.758E-14  9.553E-14  1.00E-07
  2.100E+00 4.01179E-16  4.952E-06  1.663E-08  1.117E-08  6.038E-14  1.003E-13  1.00E-07
  2.200E+00 4.00619E-16  5.192E-06  1.661E-08  1.116E-08  6.316E-14  1.050E-13  1.00E-07
  2.300E+00 4.00033E-16  5.432E-06  1.660E-08  1.116E-08  6.593E-14  1.098E-13  1.00E-07
  2.400E+00 3.99423E-16  5.673E-06  1.658E-08  1.116E-08  6.869E-14  1.146E-13  1.00E-07
  2.500E+00 3.98789E-16  5.914E-06  1.656E-08  1.116E-08  7.143E-14  1.193E-13  1.00E-07
  2.600E+00 3.98129E-16  6.156E-06  1.655E-08  1.115E-08  7.416E-14  1.241E-13  1.00E-07
  2.700E+00 3.97446E-16  6.399E-06  1.653E-08  1.115E-08  7.687E-14  1.288E-13  1.00E-07
  2.800E+00 3.96738E-16  6.642E-06  1.651E-08  1.115E-08  7.957E-14  1.335E-13  1.00E-07
  2.900E+00 3.96006E-16  6.886E-06  1.649E-08  1.114E-08  8.225E-14  1.383E-13  1.00E-07
  3.000E+00 3.95251E-16  7.131E-06  1.647E-08  1.114E-08  8.491E-14  1.430E-13  1.00E-07
  3.100E+00 3.94472E-16  7.376E-06  1.645E-08  1.114E-08  8.756E-14  1.477E-13  1.00E-07
  3.200E+00 3.93669E-16  7.622E-06  1.642E-08  1.113E-08  9.019E-14  1.525E-13  1.00E-07
  3.300E+00 3.92843E-16  7.869E-06  1.640E-08  1.113E-08  9.280E-14  1.572E-13  1.00E-07
  3.400E+00 3.91994E-16  8.117E-06  1.638E-08  1.112E-08  9.539E-14  1.619E-13  1.00E-07
  3.500E+00 3.91123E-16  8.365E-06  1.635E-08  1.112E-08  9.797E-14  1.666E-13  1.00E-07
  3.600E+00 3.90229E-16  8.615E-06  1.633E-08  1.112E-08  1.005E-13  1.713E-13  1.00E-07
  3.700E+00 3.89312E-16  8.865E-06  1.631E-08  1.111E-08  1.031E-13  1.761E-13  1.00E-07
  3.800E+00 3.88373E-16  9.116E-06  1.628E-08  1.111E-08  1.056E-13  1.808E-13  1.00E-07
  3.900E+00 3.87412E-16  9.368E-06  1.625E-08  1.110E-08  1.081E-13  1.855E-13  1.00E-07
  4.000E+00 3.86430E-16  9.621E-06  1.623E-08  1.110E-08  1.105E-13  1.902E-13  1.00E-07
  4.100E+00 3.85426E-16  9.875E-06  1.620E-08  1.109E-08  1.130E-13  1.948E-13  1.00E-07
  4.200E+00 3.84401E-16  1.013E-05  1.617E-08  1.109E-08  1.154E-13  1.995E-13  1.00E-07
  4.300E+00 3.83355E-16  1.039E-05  1.614E-08  1.108E-08  1.178E-13  2.042E-13  1.00E-07
  4.400E+00 3.82288E-16  1.064E-05  1.611E-08  1.108E-08  1.202E-13  2.089E-13  1.00E-07
  4.500E+00 3.81200E-16  1.090E-05  1.608E-08  1.107E-08  1.225E-13  2.136E-13  1.00E-07
  4.600E+00 3.80093E-16  1.116E-05  1.605E-08  1.107E-08  1.249E-13  2.182E-13  1.00E-07
  4.700E+00 3.78965E-16  1.142E-05  1.602E-08  1.106E-08  1.272E-13  2.229E-13  1.00E-07
  4.800E+00 3.77818E-16  1.168E-05  1.599E-08  1.106E-08  1.294E-13  2.276E-13  1.00E-07
  4.900E+00 3.76651E-16  1.195E-05  1.596E-08  1.105E-08  1.317E-13  2.322E-13  1.00E-07
  5.000E+00 3.75465E-16  1.221E-05  1.592E-08  1.104E-08  1.339E-13  2.368E-13  1.00E-07
  5.100E+00 3.74260E-16  1.247E-05  1.589E-08  1.104E-08  1.361E-13  2.415E-13  1.00E-07
  5.200E+00 3.73037E-16  1.274E-05  1.585E-08  1.103E-08  1.383E-13  2.461E-13  1.00E-07
  5.300E+00 3.71795E-16  1.301E-05  1.582E-08  1.103E-08  1.404E-13  2.508E-13  1.00E-07
  5.400E+00 3.70535E-16  1.328E-05  1.578E-08  1.102E-08  1.426E-13  2.554E-13  1.00E-07
  5.500E+00 3.69258E-16  1.355E-05  1.575E-08  1.101E-08  1.446E-13  2.600E-13  1.00E-07
  5.600E+00 3.67962E-16  1.382E-05  1.571E-08  1.101E-08  1.467E-13  2.646E-13  1.00E-07
  5.700E+00 3.66650E-16  1.409E-05  1.567E-08  1.100E-08  1.487E-13  2.692E-13  1.00E-07
  5.800E+00 3.65321E-16  1.437E-05  1.564E-08  1.099E-08  1.507E-13  2.738E-13  1.00E-07
  5.900E+00 3.63975E-16  1.464E-05  1.560E-08  1.099E-08  1.527E-13  2.784E-13  1.00E-07
  6.000E+00 3.62613E-16  1.492E-05  1.556E-08  1.098E-08  1.546E-13  2.830E-13  1.00E-07
  6.100E+00 3.61235E-16  1.520E-05  1.552E-08  1.097E-08  1.565E-13  2.876E-13  1.00E-07
  6.200E+00 3.59841E-16  1.548E-05  1.548E-08  1.096E-08  1.584E-13  2.921E-13  1.00E-07
  6.300E+00 3.58431E-16  1.576E-05  1.544E-08  1.096E-08  1.603E-13  2.967E-13  1.00E-07
  6.400E+00 3.57007E-16  1.605E-05  1.540E-08  1.095E-08  1.621E-13  3.013E-13  1.00E-07
  6.500E+00 3.55568E-16  1.633E-05  1.536E-08  1.094E-08  1.639E-13  3.058E-13  1.00E-07
  6.600E+00 3.54114E-16  1.662E-05  1.532E-08  1.093E-08  1.656E-13  3.104E-13  1.00E-07
  6.700E+00 3.52646E-16  1.691E-05  1.527E-08  1.093E-08  1.673E-13  3.149E-13  1.00E-07
  6.800E+00 3.51164E-16  1.720E-05  1.523E-08  1.092E-08  1.690E-13  3.194E-13  1.00E-07
  6.900E+00 3.49668E-16  1.749E-05  1.519E-08  1.091E-08  1.707E-13  3.240E-13  1.00E-07
  7.000E+00 3.48160E-16  1.778E-05  1.514E-08  1.090E-08  1.723E-13  3.285E-13  1.00E-07
  7.100E+00 3.46638E-16  1.808E-05  1.510E-08  1.089E-08  1.739E-13  3.330E-13  1.00E-07
  7.200E+00 3.45104E-16  1.838E-05  1.505E-08  1.089E-08  1.754E-13  3.375E-13  1.00E-07
  7.300E+00 3.43557E-16  1.867E-05  1.501E-08  1.088E-08  1.769E-13  3.420E-13  1.00E-07
  7.400E+00 3.41998E-16  1.898E-05  1.496E-08  1.087E-08  1.784E-13  3.465E-13  1.00E-07
  7.500E+00 3.40428E-16  1.928E-05  1.492E-08  1.086E-08  1.799E-13  3.509E-13  1.00E-07
  7.600E+00 3.38846E-16  1.958E-05  1.487E-08  1.085E-08  1.813E-13  3.554E-13  1.00E-07
  7.700E+00 3.37253E-16  1.989E-05  1.482E-08  1.084E-08  1.826E-13  3.599E-13  1.00E-07
  7.800E+00 3.35649E-16  2.020E-05  1.477E-08  1.083E-08  1.840E-13  3.643E-13  1.00E-07
  7.900E+00 3.34035E-16  2.051E-05  1.473E-08  1.082E-08  1.853E-13  3.688E-13  1.00E-07
  8.000E+00 3.32410E-16  2.082E-05  1.468E-08  1.081E-08  1.865E-13  3.732E-13  1.00E-07
  8.100E+00 3.30776E-16  2.113E-05  1.463E-08  1.081E-08  1.878E-13  3.776E-13  1.00E-07
  8.200E+00 3.29132E-16  2.145E-05  1.458E-08  1.080E-08  1.890E-13  3.820E-13  1.00E-07
  8.300E+00 3.27479E-16  2.177E-05  1.453E-08  1.079E-08  1.901E-13  3.864E-13  1.00E-07
  8.400E+00 3.25818E-16  2.209E-05  1.448E-08  1.078E-08  1.912E-13  3.908E-13  1.00E-07
  8.500E+00 3.24147E-16  2.241E-05  1.443E-08  1.077E-08  1.923E-13  3.952E-13  1.00E-07
