  1.045E+02 4.42931E-18 -1.416E-03 -1.000E-09 -1.852E-09 -1.645E-12  9.070E-14  1.00E-07
  1.050E+02 4.42263E-18 -1.417E-03 -9.781E-10 -1.862E-09 -1.639E-12  8.501E-14  1.00E-07
  1.055E+02 4.41625E-18 -1.418E-03 -9.559E-10 -1.872E-09 -1.632E-12  7.941E-14  1.00E-07
  1.060E+02 4.41018E-18 -1.418E-03 -9.339E-10 -1.881E-09 -1.626E-12  7.390E-14  1.00E-07
  1.065E+02 4.40439E-18 -1.418E-03 -9.120E-10 -1.890E-09 -1.620E-12  6.847E-14  1.00E-07
  1.070E+02 4.39887E-18 -1.418E-03 -8.902E-10 -1.899E-09 -1.613E-12  6.313E-14  1.00E-07
  1.075E+02 4.39364E-18 -1.418E-03 -8.686E-10 -1.908E-09 -1.606E-12  5.787E-14  1.00E-07
  1.080E+02 4.38866E-18 -1.417E-03 -8.472E-10 -1.916E-09 -1.599E-12  5.270E-14  1.00E-07
  1.085E+02 4.38394E-18 -1.416E-03 -8.259E-10 -1.924E-09 -1.592E-12  4.762E-14  1.00E-07
  1.090E+02 4.37947E-18 -1.414E-03 -8.047E-10 -1.932E-09 -1.585E-12  4.263E-14  1.00E-07
  1.095E+02 4.37525E-18 -1.413E-03 -7.837E-10 -1.939E-09 -1.578E-12  3.772E-14  1.00E-07
  1.100E+02 4.37125E-18 -1.411E-03 -7.629E-10 -1.947E-09 -1.571E-12  3.289E-14  1.00E-07
  1.105E+02 4.36749E-18 -1.408E-03 -7.422E-10 -1.954E-09 -1.564E-12  2.815E-14  1.00E-07
  1.110E+02 4.36395E-18 -1.406E-03 -7.216E-10 -1.960E-09 -1.556E-12  2.350E-14  1.00E-07
  1.115E+02 4.36062E-18 -1.403E-03 -7.013E-10 -1.967E-09 -1.549E-12  1.894E-14  1.00E-07
  1.120E+02 4.35750E-18 -1.400E-03 -6.811E-10 -1.973E-09 -1.541E-12  1.446E-14  1.00E-07
  1.125E+02 4.35458E-18 -1.397E-03 -6.610E-10 -1.979E-09 -1.533E-12  1.006E-14  1.00E-07
  1.130E+02 4.35186E-18 -1.393E-03 -6.411E-10 -1.985E-09 -1.525E-12  5.754E-15  1.00E-07
  1.135E+02 4.34933E-18 -1.390E-03 -6.214E-10 -1.991E-09 -1.517E-12  1.530E-15  1.00E-07
  1.140E+02 4.34698E-18 -1.385E-03 -6.018E-10 -1.996E-09 -1.509E-12 -2.609E-15  1.00E-07
  1.145E+02 4.34482E-18 -1.381E-03 -5.824E-10 -2.001E-09 -1.501E-12 -6.663E-15  1.00E-07
  1.150E+02 4.34282E-18 -1.377E-03 -5.632E-10 -2.006E-09 -1.493E-12 -1.063E-14  1.00E-07
  1.155E+02 4.34100E-18 -1.372E-03 -5.441E-10 -2.011E-09 -1.485E-12 -1.452E-14  1.00E-07
  1.160E+02 4.33933E-18 -1.367E-03 -5.252E-10 -2.016E-09 -1.476E-12 -1.832E-14  1.00E-07
  1.165E+02 4.33783E-18 -1.362E-03 -5.064E-10 -2.020E-09 -1.468E-12 -2.204E-14  1.00E-07
  1.170E+02 4.33647E-18 -1.357E-03 -4.879E-10 -2.024E-09 -1.459E-12 -2.567E-14  1.00E-07
  1.175E+02 4.33527E-18 -1.351E-03 -4.694E-10 -2.029E-09 -1.451E-12 -2.922E-14  1.00E-07
  1.180E+02 4.33420E-18 -1.345E-03 -4.512E-10 -2.032E-09 -1.442E-12 -3.269E-14  1.00E-07
  1.185E+02 4.33328E-18 -1.339E-03 -4.331E-10 -2.036E-09 -1.433E-12 -3.607E-14  1.00E-07
  1.190E+02 4.33249E-18 -1.333E-03 -4.152E-10 -2.040E-09 -1.424E-12 -3.938E-14  1.00E-07
  1.195E+02 4.33182E-18 -1.327E-03 -3.975E-10 -2.043E-09 -1.415E-12 -4.260E-14  1.00E-07
  1.200E+02 4.33129E-18 -1.320E-03 -3.800E-10 -2.046E-09 -1.406E-12 -4.574E-14  1.00E-07
  1.205E+02 4.33087E-18 -1.314E-03 -3.626E-10 -2.049E-09 -1.397E-12 -4.880E-14  1.00E-07
  1.210E+02 4.33057E-18 -1.307E-03 -3.453E-10 -2.052E-09 -1.388E-12 -5.178E-14  1.00E-07
  1.215E+02 4.33038E-18 -1.300E-03 -3.283E-10 -2.055E-09 -1.378E-12 -5.467E-14  1.00E-07
  1.220E+02 4.33030E-18 -1.293E-03 -3.114E-10 -2.058E-09 -1.369E-12 -5.749E-14  1.00E-07
  1.225E+02 4.33032E-18 -1.285E-03 -2.947E-10 -2.060E-09 -1.360E-12 -6.023E-14  1.00E-07
  1.230E+02 4.33045E-18 -1.278E-03 -2.782E-10 -2.062E-09 -1.350E-12 -6.289E-14  1.00E-07
  1.235E+02 4.33067E-18 -1.270E-03 -2.618E-10 -2.064E-09 -1.341E-12 -6.547E-14  1.00E-07
  1.240E+02 4.33098E-18 -1.262E-03 -2.456E-10 -2.067E-09 -1.331E-12 -6.797E-14  1.00E-07
  1.245E+02 4.33139E-18 -1.254E-03 -2.296E-10 -2.068E-09 -1.321E-12 -7.039E-14  1.00E-07
  1.250E+02 4.33188E-18 -1.246E-03 -2.137E-10 -2.070E-09 -1.311E-12 -7.274E-14  1.00E-07
  1.255E+02 4.33245E-18 -1.238E-03 -1.980E-10 -2.072E-09 -1.302E-12 -7.501E-14  1.00E-07
  1.260E+02 4.33311E-18 -1.230E-03 -1.825E-10 -2.074E-09 -1.292E-12 -7.721E-14  1.00E-07
  1.265E+02 4.33384E-18 -1.221E-03 -1.671E-10 -2.075E-09 -1.282E-12 -7.932E-14  1.00E-07
  1.270E+02 4.33464E-18 -1.213E-03 -1.520E-10 -2.076E-09 -1.272E-12 -8.137E-14  1.00E-07
  1.275E+02 4.33552E-18 -1.204E-03 -1.369E-10 -2.078E-09 -1.262E-12 -8.333E-14  1.00E-07
  1.280E+02 4.33646E-18 -1.195E-03 -1.221E-10 -2.079E-09 -1.251E-12 -8.523E-14  1.00E-07
  1.285E+02 4.33747E-18 -1.186E-03 -1.074E-10 -2.080E-09 -1.241E-12 -8.705E-14  1.00E-07
  1.290E+02 4.33854E-18 -1.177E-03 -9.291E-11 -2.081E-09 -1.231E-12 -8.879E-14  1.00E-07
  1.295E+02 4.33967E-18 -1.168E-03 -7.857E-11 -2.082E-09 -1.221E-12 -9.047E-14  1.00E-07
  1.300E+02 4.34085E-18 -1.158E-03 -6.440E-11 -2.082E-09 -1.210E-12 -9.207E-14  1.00E-07
  1.305E+02 4.34209E-18 -1.149E-03 -5.039E-11 -2.083E-09 -1.200E-12 -9.360E-14  1.00E-07
  1.310E+02 4.34338E-18 -1.139E-03 -3.654E-11 -2.084E-09 -1.189E-12 -9.505E-14  1.00E-07
  1.315E+02 4.34472E-18 -1.130E-03 -2.287E-11 -2.084E-09 -1.179E-12 -9.644E-14  1.00E-07
  1.320E+02 4.34610E-18 -1.120E-03 -9.355E-12 -2.085E-09 -1.168E-12 -9.776E-14  1.00E-07
  1.325E+02 4.34753E-18 -1.110E-03  3.993E-12 -2.085E-09 -1.157E-12 -9.901E-14  1.00E-07
  1.330E+02 4.34900E-18 -1.100E-03  1.718E-11 -2.085E-09 -1.147E-12 -1.002E-13  1.00E-07
  1.335E+02 4.35051E-18 -1.090E-03  3.020E-11 -2.086E-09 -1.136E-12 -1.013E-13  1.00E-07
  1.340E+02 4.35205E-18 -1.080E-03  4.305E-11 -2.086E-09 -1.125E-12 -1.023E-13  1.00E-07
  1.345E+02 4.35363E-18 -1.070E-03  5.575E-11 -2.086E-09 -1.114E-12 -1.033E-13  1.00E-07
  1.350E+02 4.35525E-18 -1.060E-03  6.828E-11 -2.086E-09 -1.103E-12 -1.042E-13  1.00E-07
  1.355E+02 4.35689E-18 -1.050E-03  8.065E-11 -2.086E-09 -1.092E-12 -1.051E-13  1.00E-07
  1.360E+02 4.35856E-18 -1.039E-03  9.286E-11 -2.086E-09 -1.081E-12 -1.058E-13  1.00E-07
  1.365E+02 4.36026E-18 -1.029E-03  1.049E-10 -2.085E-09 -1.070E-12 -1.066E-13  1.00E-07
  1.370E+02 4.36198E-18 -1.018E-03  1.168E-10 -2.085E-09 -1.059E-12 -1.072E-13  1.00E-07
  1.375E+02 4.36373E-18 -1.008E-03  1.285E-10 -2.085E-09 -1.048E-12 -1.078E-13  1.00E-07
  1.380E+02 4.36550E-18 -9.971E-04  1.401E-10 -2.085E-09 -1.037E-12 -1.083E-13  1.00E-07
  1.385E+02 4.36728E-18 -9.864E-04  1.515E-10 -2.084E-09 -1.025E-12 -1.088E-13  1.00E-07
  1.390E+02 4.36908E-18 -9.756E-04  1.628E-10 -2.084E-09 -1.014E-12 -1.092E-13  1.00E-07
  1.395E+02 4.37090E-18 -9.647E-04  1.739E-10 -2.083E-09 -1.003E-12 -1.095E-13  1.00E-07
  1.400E+02 4.37274E-18 -9.538E-04  1.848E-10 -2.083E-09 -9.915E-13 -1.098E-13  1.00E-07
  1.405E+02 4.37458E-18 -9.429E-04  1.956E-10 -2.082E-09 -9.800E-13 -1.100E-13  1.00E-07
  1.410E+02 4.37644E-18 -9.319E-04  2.062E-10 -2.082E-09 -9.686E-13 -1.102E-13  1.00E-07
  1.415E+02 4.37830E-18 -9.208E-04  2.167E-10 -2.081E-09 -9.571E-13 -1.103E-13  1.00E-07
  1.420E+02 4.38018E-18 -9.097E-04  2.270E-10 -2.081E-09 -9.456E-13 -1.103E-13  1.00E-07
  1.425E+02 4.38206E-18 -8.985E-04  2.372E-10 -2.080E-09 -9.340E-13 -1.103E-13  1.00E-07
  1.430E+02 4.38394E-18 -8.873E-04  2.472E-10 -2.079E-09 -9.224E-13 -1.102E-13  1.00E-07
  1.435E+02 4.38583E-18 -8.761E-04  2.571E-10 -2.078E-09 -9.107E-13 -1.101E-13  1.00E-07
  1.440E+02 4.38772E-18 -8.648E-04  2.668E-10 -2.078E-09 -8.991E-13 -1.099E-13  1.00E-07
  1.445E+02 4.38961E-18 -8.535E-04  2.763E-10 -2.077E-09 -8.874E-13 -1.097E-13  1.00E-07
  1.450E+02 4.39150E-18 -8.421E-04  2.857E-10 -2.076E-09 -8.756E-13 -1.094E-13  1.00E-07
  1.455E+02 4.39339E-18 -8.307E-04  2.950E-10 -2.075E-09 -8.638E-13 -1.091E-13  1.00E-07
  1.460E+02 4.39527E-18 -8.192E-04  3.041E-10 -2.074E-09 -8.520E-13 -1.087E-13  1.00E-07
  1.465E+02 4.39715E-18 -8.077E-04  3.131E-10 -2.073E-09 -8.402E-13 -1.082E-13  1.00E-07
  1.470E+02 4.39903E-18 -7.962E-04  3.219E-10 -2.073E-09 -8.283E-13 -1.078E-13  1.00E-07
  1.475E+02 4.40090E-18 -7.847E-04  3.306E-10 -2.072E-09 -8.164E-13 -1.072E-13  1.00E-07
  1.480E+02 4.40276E-18 -7.731E-04  3.391E-10 -2.071E-09 -8.044E-13 -1.066E-13  1.00E-07
  1.485E+02 4.40461E-18 -7.615E-04  3.475E-10 -2.070E-09 -7.924E-13 -1.060E-13  1.00E-07
  1.490E+02 4.40645E-18 -7.498E-04  3.557E-10 -2.069E-09 -7.804E-13 -1.053E-13  1.00E-07
  1.495E+02 4.40828E-18 -7.381E-04  3.638E-10 -2.068E-09 -7.684E-13 -1.046E-13  1.00E-07
  1.500E+02 4.41010E-18 -7.264E-04  3.717E-10 -2.067E-09 -7.563E-13 -1.038E-13  1.00E-07
  1.505E+02 4.41191E-18 -7.147E-04  3.795E-10 -2.066E-09 -7.443E-13 -1.029E-13  1.00E-07
  1.510E+02 4.41370E-18 -7.030E-04  3.872E-10 -2.065E-09 -7.321E-13 -1.021E-13  1.00E-07
  1.515E+02 4.41548E-18 -6.912E-04  3.947E-10 -2.064E-09 -7.200E-13 -1.012E-13  1.00E-07
  1.520E+02 4.41724E-18 -6.794E-04  4.021E-10 -2.063E-09 -7.078E-13 -1.002E-13  1.00E-07
  1.525E+02 4.41898E-18 -6.675E-04  4.093E-10 -2.062E-09 -6.956E-13 -9.919E-14  1.00E-07
  1.530E+02 4.42071E-18 -6.557E-04  4.164E-10 -2.061E-09 -6.834E-13 -9.814E-14  1.00E-07
  1.535E+02 4.42242E-18 -6.438E-04  4.233E-10 -2.060E-09 -6.712E-13 -9.705E-14  1.00E-07
  1.540E+02 4.42411E-18 -6.319E-04  4.301E-10 -2.059E-09 -6.589E-13 -9.592E-14  1.00E-07
  1.545E+02 4.42578E-18 -6.200E-04  4.368E-10 -2.058E-09 -6.466E-13 -9.476E-14  1.00E-07
  1.550E+02 4.42743E-18 -6.081E-04  4.433E-10 -2.057E-09 -6.343E-13 -9.355E-14  1.00E-07
  1.555E+02 4.42906E-18 -5.962E-04  4.497E-10 -2.056E-09 -6.220E-13 -9.230E-14  1.00E-07
  1.560E+02 4.43067E-18 -5.842E-04  4.560E-10 -2.055E-09 -6.096E-13 -9.102E-14  1.00E-07
  1.565E+02 4.43225E-18 -5.722E-04  4.621E-10 -2.054E-09 -5.972E-13 -8.970E-14  1.00E-07
  1.570E+02 4.43381E-18 -5.602E-04  4.681E-10 -2.053E-09 -5.848E-13 -8.834E-14  1.00E-07
  1.575E+02 4.43534E-18 -5.482E-04  4.739E-10 -2.052E-09 -5.724E-13 -8.695E-14  1.00E-07
  1.580E+02 4.43685E-18 -5.362E-04  4.796E-10 -2.051E-09 -5.600E-13 -8.552E-14  1.00E-07
  1.585E+02 4.43834E-18 -5.242E-04  4.852E-10 -2.050E-09 -5.475E-13 -8.406E-14  1.00E-07
  1.590E+02 4.43980E-18 -5.121E-04  4.906E-10 -2.049E-09 -5.350E-13 -8.257E-14  1.00E-07
  1.595E+02 4.44123E-18 -5.001E-04  4.959E-10 -2.048E-09 -5.225E-13 -8.104E-14  1.00E-07
  1.600E+02 4.44264E-18 -4.880E-04  5.011E-10 -2.047E-09 -5.100E-13 -7.949E-14  1.00E-07
  1.605E+02 4.44401E-18 -4.759E-04  5.061E-10 -2.046E-09 -4.975E-13 -7.790E-14  1.00E-07
  1.610E+02 4.44536E-18 -4.638E-04  5.110E-10 -2.046E-09 -4.849E-13 -7.628E-14  1.00E-07
  1.615E+02 4.44668E-18 -4.517E-04  5.158E-10 -2.045E-09 -4.724E-13 -7.463E-14  1.00E-07
  1.620E+02 4.44797E-18 -4.396E-04  5.204E-10 -2.044E-09 -4.598E-13 -7.295E-14  1.00E-07
  1.625E+02 4.44923E-18 -4.275E-04  5.250E-10 -2.043E-09 -4.472E-13 -7.125E-14  1.00E-07
  1.630E+02 4.45046E-18 -4.153E-04  5.293E-10 -2.042E-09 -4.346E-13 -6.952E-14  1.00E-07
  1.635E+02 4.45166E-18 -4.032E-04  5.336E-10 -2.041E-09 -4.219E-13 -6.776E-14  1.00E-07
  1.640E+02 4.45283E-18 -3.911E-04  5.377E-10 -2.041E-09 -4.093E-13 -6.598E-14  1.00E-07
  1.645E+02 4.45397E-18 -3.789E-04  5.417E-10 -2.040E-09 -3.966E-13 -6.417E-14  1.00E-07
  1.650E+02 4.45507E-18 -3.667E-04  5.455E-10 -2.039E-09 -3.840E-13 -6.233E-14  1.00E-07
  1.655E+02 4.45614E-18 -3.546E-04  5.492E-10 -2.038E-09 -3.713E-13 -6.048E-14  1.00E-07
  1.660E+02 4.45718E-18 -3.424E-04  5.528E-10 -2.038E-09 -3.586E-13 -5.860E-14  1.00E-07
  1.665E+02 4.45819E-18 -3.302E-04  5.563E-10 -2.037E-09 -3.459E-13 -5.670E-14  1.00E-07
  1.670E+02 4.45916E-18 -3.180E-04  5.596E-10 -2.036E-09 -3.332E-13 -5.478E-14  1.00E-07
  1.675E+02 4.46010E-18 -3.058E-04  5.628E-10 -2.036E-09 -3.205E-13 -5.284E-14  1.00E-07
  1.680E+02 4.46100E-18 -2.936E-04  5.659E-10 -2.035E-09 -3.077E-13 -5.088E-14  1.00E-07
  1.685E+02 4.46187E-18 -2.814E-04  5.689E-10 -2.034E-09 -2.950E-13 -4.890E-14  1.00E-07
  1.690E+02 4.46271E-18 -2.692E-04  5.717E-10 -2.034E-09 -2.822E-13 -4.690E-14  1.00E-07
  1.695E+02 4.46351E-18 -2.570E-04  5.744E-10 -2.033E-09 -2.695E-13 -4.489E-14  1.00E-07
  1.700E+02 4.46427E-18 -2.448E-04  5.770E-10 -2.033E-09 -2.567E-13 -4.285E-14  1.00E-07
  1.705E+02 4.46500E-18 -2.326E-04  5.794E-10 -2.032E-09 -2.439E-13 -4.081E-14  1.00E-07
  1.710E+02 4.46569E-18 -2.204E-04  5.817E-10 -2.032E-09 -2.311E-13 -3.875E-14  1.00E-07
  1.715E+02 4.46635E-18 -2.081E-04  5.839E-10 -2.031E-09 -2.183E-13 -3.667E-14  1.00E-07
  1.720E+02 4.46697E-18 -1.959E-04  5.860E-10 -2.031E-09 -2.055E-13 -3.458E-14  1.00E-07
  1.725E+02 4.46755E-18 -1.837E-04  5.879E-10 -2.030E-09 -1.927E-13 -3.248E-14  1.00E-07
  1.730E+02 4.46810E-18 -1.714E-04  5.897E-10 -2.030E-09 -1.799E-13 -3.037E-14  1.00E-07
  1.735E+02 4.46861E-18 -1.592E-04  5.914E-10 -2.029E-09 -1.670E-13 -2.825E-14  1.00E-07
  1.740E+02 4.46908E-18 -1.470E-04  5.930E-10 -2.029E-09 -1.542E-13 -2.611E-14  1.00E-07
  1.745E+02 4.46951E-18 -1.347E-04  5.944E-10 -2.029E-09 -1.414E-13 -2.397E-14  1.00E-07
  1.750E+02 4.46991E-18 -1.225E-04  5.957E-10 -2.029E-09 -1.285E-13 -2.182E-14  1.00E-07
  1.755E+02 4.47027E-18 -1.102E-04  5.969E-10 -2.028E-09 -1.157E-13 -1.966E-14  1.00E-07
  1.760E+02 4.47059E-18 -9.800E-05  5.980E-10 -2.028E-09 -1.029E-13 -1.749E-14  1.00E-07
  1.765E+02 4.47088E-18 -8.575E-05  5.989E-10 -2.028E-09 -9.001E-14 -1.532E-14  1.00E-07
  1.770E+02 4.47113E-18 -7.350E-05  5.997E-10 -2.028E-09 -7.715E-14 -1.314E-14  1.00E-07
  1.775E+02 4.47134E-18 -6.126E-05  6.004E-10 -2.028E-09 -6.430E-14 -1.096E-14  1.00E-07
  1.780E+02 4.47151E-18 -4.901E-05  6.010E-10 -2.027E-09 -5.144E-14 -8.771E-15  1.00E-07
  1.785E+02 4.47164E-18 -3.675E-05  6.014E-10 -2.027E-09 -3.858E-14 -6.581E-15  1.00E-07
  1.790E+02 4.47174E-18 -2.450E-05  6.017E-10 -2.027E-09 -2.572E-14 -4.388E-15  1.00E-07
  1.795E+02 4.47179E-18 -1.225E-05  6.019E-10 -2.027E-09 -1.286E-14 -2.195E-15  1.00E-07
  1.800E+02 4.47181E-18 -1.719E-19  6.020E-10 -2.027E-09 -1.805E-28 -3.080E-29  1.00E-07

  TOTAL ELASTIC CROSS SECTION = 2.231216E-16 cm**2
               FROM DCS TABLE = 2.231173E-16  (REL. DIF. = 1.95E-05)

  1ST TRANSPORT CROSS SECTION = 7.305360E-17 cm**2
               FROM DCS TABLE = 7.305365E-17  (REL. DIF. = 6.84E-07)

  2ND TRANSPORT CROSS SECTION = 1.006720E-16 cm**2

  **** DPWA0 ENDED ************************************************************

