  8.500E-04 2.53265E-16  3.344E-09  1.318E-08  8.926E-09  3.718E-17  5.733E-17  1.00E-07
  8.750E-04 2.53265E-16  3.443E-09  1.318E-08  8.926E-09  3.827E-17  5.902E-17  1.00E-07
  9.000E-04 2.53265E-16  3.541E-09  1.318E-08  8.926E-09  3.937E-17  6.070E-17  1.00E-07
  9.250E-04 2.53265E-16  3.640E-09  1.318E-08  8.926E-09  4.046E-17  6.239E-17  1.00E-07
  9.500E-04 2.53265E-16  3.738E-09  1.318E-08  8.926E-09  4.155E-17  6.407E-17  1.00E-07
  9.750E-04 2.53265E-16  3.836E-09  1.318E-08  8.926E-09  4.265E-17  6.576E-17  1.00E-07
  1.000E-03 2.53265E-16  3.935E-09  1.318E-08  8.926E-09  4.374E-17  6.745E-17  1.00E-07
  1.250E-03 2.53265E-16  4.918E-09  1.318E-08  8.926E-09  5.467E-17  8.431E-17  1.00E-07
  1.500E-03 2.53265E-16  5.902E-09  1.318E-08  8.926E-09  6.561E-17  1.012E-16  1.00E-07
  1.750E-03 2.53265E-16  6.886E-09  1.318E-08  8.926E-09  7.654E-17  1.180E-16  1.00E-07
  2.000E-03 2.53265E-16  7.869E-09  1.318E-08  8.926E-09  8.748E-17  1.349E-16  1.00E-07
  2.250E-03 2.53265E-16  8.853E-09  1.318E-08  8.926E-09  9.841E-17  1.518E-16  1.00E-07
  2.500E-03 2.53265E-16  9.837E-09  1.318E-08  8.926E-09  1.093E-16  1.686E-16  1.00E-07
  2.750E-03 2.53265E-16  1.082E-08  1.318E-08  8.926E-09  1.203E-16  1.855E-16  1.00E-07
  3.000E-03 2.53265E-16  1.180E-08  1.318E-08  8.926E-09  1.312E-16  2.023E-16  1.00E-07
  3.250E-03 2.53265E-16  1.279E-08  1.318E-08  8.926E-09  1.422E-16  2.192E-16  1.00E-07
  3.500E-03 2.53265E-16  1.377E-08  1.318E-08  8.926E-09  1.531E-16  2.361E-16  1.00E-07
  3.750E-03 2.53265E-16  1.476E-08  1.318E-08  8.926E-09  1.640E-16  2.529E-16  1.00E-07
  4.000E-03 2.53265E-16  1.574E-08  1.318E-08  8.926E-09  1.750E-16  2.698E-16  1.00E-07
  4.250E-03 2.53265E-16  1.672E-08  1.318E-08  8.926E-09  1.859E-16  2.866E-16  1.00E-07
  4.500E-03 2.53265E-16  1.771E-08  1.318E-08  8.926E-09  1.968E-16  3.035E-16  1.00E-07
  4.750E-03 2.53265E-16  1.869E-08  1.318E-08  8.926E-09  2.078E-16  3.204E-16  1.00E-07
  5.000E-03 2.53265E-16  1.967E-08  1.318E-08  8.926E-09  2.187E-16  3.372E-16  1.00E-07
  5.250E-03 2.53265E-16  2.066E-08  1.318E-08  8.926E-09  2.296E-16  3.541E-16  1.00E-07
  5.500E-03 2.53265E-16  2.164E-08  1.318E-08  8.926E-09  2.406E-16  3.710E-16  1.00E-07
  5.750E-03 2.53265E-16  2.262E-08  1.318E-08  8.926E-09  2.515E-16  3.878E-16  1.00E-07
  6.000E-03 2.53265E-16  2.361E-08  1.318E-08  8.926E-09  2.624E-16  4.047E-16  1.00E-07
  6.250E-03 2.53265E-16  2.459E-08  1.318E-08  8.926E-09  2.734E-16  4.215E-16  1.00E-07
  6.500E-03 2.53265E-16  2.558E-08  1.318E-08  8.926E-09  2.843E-16  4.384E-16  1.00E-07
  6.750E-03 2.53265E-16  2.656E-08  1.318E-08  8.926E-09  2.952E-16  4.553E-16  1.00E-07
  7.000E-03 2.53265E-16  2.754E-08  1.318E-08  8.926E-09  3.062E-16  4.721E-16  1.00E-07
  7.250E-03 2.53265E-16  2.853E-08  1.318E-08  8.926E-09  3.171E-16  4.890E-16  1.00E-07
  7.500E-03 2.53265E-16  2.951E-08  1.318E-08  8.926E-09  3.280E-16  5.058E-16  1.00E-07
  7.750E-03 2.53265E-16  3.049E-08  1.318E-08  8.926E-09  3.390E-16  5.227E-16  1.00E-07
  8.000E-03 2.53265E-16  3.148E-08  1.318E-08  8.926E-09  3.499E-16  5.396E-16  1.00E-07
  8.250E-03 2.53265E-16  3.246E-08  1.318E-08  8.926E-09  3.608E-16  5.564E-16  1.00E-07
  8.500E-03 2.53265E-16  3.344E-08  1.318E-08  8.926E-09  3.718E-16  5.733E-16  1.00E-07
  8.750E-03 2.53265E-16  3.443E-08  1.318E-08  8.926E-09  3.827E-16  5.902E-16  1.00E-07
  9.000E-03 2.53265E-16  3.541E-08  1.318E-08  8.926E-09  3.937E-16  6.070E-16  1.00E-07
  9.250E-03 2.53265E-16  3.640E-08  1.318E-08  8.926E-09  4.046E-16  6.239E-16  1.00E-07
  9.500E-03 2.53265E-16  3.738E-08  1.318E-08  8.926E-09  4.155E-16  6.407E-16  1.00E-07
  9.750E-03 2.53265E-16  3.836E-08  1.318E-08  8.926E-09  4.265E-16  6.576E-16  1.00E-07
  1.000E-02 2.53265E-16  3.935E-08  1.318E-08  8.926E-09  4.374E-16  6.745E-16  1.00E-07
  1.250E-02 2.53265E-16  4.918E-08  1.318E-08  8.926E-09  5.467E-16  8.431E-16  1.00E-07
  1.500E-02 2.53265E-16  5.902E-08  1.318E-08  8.926E-09  6.561E-16  1.012E-15  1.00E-07
  1.750E-02 2.53265E-16  6.886E-08  1.318E-08  8.926E-09  7.654E-16  1.180E-15  1.00E-07
  2.000E-02 2.53265E-16  7.869E-08  1.318E-08  8.926E-09  8.748E-16  1.349E-15  1.00E-07
  2.250E-02 2.53264E-16  8.853E-08  1.318E-08  8.926E-09  9.841E-16  1.518E-15  1.00E-07
  2.500E-02 2.53264E-16  9.837E-08  1.318E-08  8.926E-09  1.093E-15  1.686E-15  1.00E-07
  2.750E-02 2.53264E-16  1.082E-07  1.318E-08  8.926E-09  1.203E-15  1.855E-15  1.00E-07
  3.000E-02 2.53264E-16  1.180E-07  1.318E-08  8.926E-09  1.312E-15  2.023E-15  1.00E-07
  3.250E-02 2.53264E-16  1.279E-07  1.318E-08  8.926E-09  1.422E-15  2.192E-15  1.00E-07
  3.500E-02 2.53264E-16  1.377E-07  1.318E-08  8.926E-09  1.531E-15  2.361E-15  1.00E-07
  3.750E-02 2.53264E-16  1.476E-07  1.318E-08  8.926E-09  1.640E-15  2.529E-15  1.00E-07
  4.000E-02 2.53263E-16  1.574E-07  1.318E-08  8.926E-09  1.750E-15  2.698E-15  1.00E-07
  4.250E-02 2.53263E-16  1.672E-07  1.318E-08  8.926E-09  1.859E-15  2.866E-15  1.00E-07
  4.500E-02 2.53263E-16  1.771E-07  1.318E-08  8.926E-09  1.968E-15  3.035E-15  1.00E-07
  4.750E-02 2.53263E-16  1.869E-07  1.318E-08  8.926E-09  2.078E-15  3.204E-15  1.00E-07
  5.000E-02 2.53263E-16  1.967E-07  1.318E-08  8.926E-09  2.187E-15  3.372E-15  1.00E-07
  5.250E-02 2.53262E-16  2.066E-07  1.318E-08  8.926E-09  2.296E-15  3.541E-15  1.00E-07
  5.500E-02 2.53262E-16  2.164E-07  1.318E-08  8.926E-09  2.406E-15  3.710E-15  1.00E-07
  5.750E-02 2.53262E-16  2.262E-07  1.318E-08  8.926E-09  2.515E-15  3.878E-15  1.00E-07
  6.000E-02 2.53262E-16  2.361E-07  1.318E-08  8.926E-09  2.624E-15  4.047E-15  1.00E-07
  6.250E-02 2.53261E-16  2.459E-07  1.318E-08  8.926E-09  2.734E-15  4.215E-15  1.00E-07
  6.500E-02 2.53261E-16  2.558E-07  1.318E-08  8.926E-09  2.843E-15  4.384E-15  1.00E-07
  6.750E-02 2.53261E-16  2.656E-07  1.318E-08  8.926E-09  2.952E-15  4.553E-15  1.00E-07
  7.000E-02 2.53260E-16  2.754E-07  1.318E-08  8.926E-09  3.062E-15  4.721E-15  1.00E-07
  7.250E-02 2.53260E-16  2.853E-07  1.318E-08  8.925E-09  3.171E-15  4.890E-15  1.00E-07
  7.500E-02 2.53260E-16  2.951E-07  1.318E-08  8.925E-09  3.280E-15  5.058E-15  1.00E-07
  7.750E-02 2.53259E-16  3.049E-07  1.318E-08  8.925E-09  3.390E-15  5.227E-15  1.00E-07
  8.000E-02 2.53259E-16  3.148E-07  1.318E-08  8.925E-09  3.499E-15  5.396E-15  1.00E-07
  8.250E-02 2.53259E-16  3.246E-07  1.318E-08  8.925E-09  3.608E-15  5.564E-15  1.00E-07
  8.500E-02 2.53258E-16  3.345E-07  1.318E-08  8.925E-09  3.718E-15  5.733E-15  1.00E-07
  8.750E-02 2.53258E-16  3.443E-07  1.318E-08  8.925E-09  3.827E-15  5.902E-15  1.00E-07
  9.000E-02 2.53257E-16  3.541E-07  1.318E-08  8.925E-09  3.936E-15  6.070E-15  1.00E-07
  9.250E-02 2.53257E-16  3.640E-07  1.318E-08  8.925E-09  4.046E-15  6.239E-15  1.00E-07
  9.500E-02 2.53257E-16  3.738E-07  1.318E-08  8.925E-09  4.155E-15  6.407E-15  1.00E-07
  9.750E-02 2.53256E-16  3.836E-07  1.318E-08  8.925E-09  4.264E-15  6.576E-15  1.00E-07
  1.000E-01 2.53256E-16  3.935E-07  1.318E-08  8.925E-09  4.374E-15  6.745E-15  1.00E-07
  1.250E-01 2.53250E-16  4.919E-07  1.318E-08  8.925E-09  5.467E-15  8.431E-15  1.00E-07
  1.500E-01 2.53244E-16  5.902E-07  1.318E-08  8.925E-09  6.560E-15  1.012E-14  1.00E-07
  1.750E-01 2.53237E-16  6.886E-07  1.317E-08  8.925E-09  7.653E-15  1.180E-14  1.00E-07
  2.000E-01 2.53228E-16  7.870E-07  1.317E-08  8.925E-09  8.746E-15  1.349E-14  1.00E-07
  2.250E-01 2.53218E-16  8.854E-07  1.317E-08  8.925E-09  9.839E-15  1.518E-14  1.00E-07
  2.500E-01 2.53207E-16  9.838E-07  1.317E-08  8.925E-09  1.093E-14  1.686E-14  1.00E-07
  2.750E-01 2.53195E-16  1.082E-06  1.317E-08  8.925E-09  1.202E-14  1.855E-14  1.00E-07
  3.000E-01 2.53182E-16  1.181E-06  1.317E-08  8.925E-09  1.312E-14  2.023E-14  1.00E-07
  3.250E-01 2.53167E-16  1.279E-06  1.317E-08  8.925E-09  1.421E-14  2.192E-14  1.00E-07
  3.500E-01 2.53152E-16  1.377E-06  1.317E-08  8.925E-09  1.530E-14  2.360E-14  1.00E-07
  3.750E-01 2.53135E-16  1.476E-06  1.317E-08  8.925E-09  1.639E-14  2.529E-14  1.00E-07
  4.000E-01 2.53117E-16  1.574E-06  1.317E-08  8.925E-09  1.748E-14  2.698E-14  1.00E-07
  4.250E-01 2.53098E-16  1.673E-06  1.317E-08  8.925E-09  1.858E-14  2.866E-14  1.00E-07
  4.500E-01 2.53078E-16  1.771E-06  1.317E-08  8.924E-09  1.967E-14  3.035E-14  1.00E-07
  4.750E-01 2.53057E-16  1.870E-06  1.317E-08  8.924E-09  2.076E-14  3.203E-14  1.00E-07
  5.000E-01 2.53034E-16  1.968E-06  1.317E-08  8.924E-09  2.185E-14  3.372E-14  1.00E-07
  5.250E-01 2.53011E-16  2.067E-06  1.317E-08  8.924E-09  2.294E-14  3.540E-14  1.00E-07
  5.500E-01 2.52986E-16  2.165E-06  1.317E-08  8.924E-09  2.403E-14  3.709E-14  1.00E-07
  5.750E-01 2.52960E-16  2.264E-06  1.317E-08  8.924E-09  2.512E-14  3.878E-14  1.00E-07
  6.000E-01 2.52933E-16  2.363E-06  1.316E-08  8.924E-09  2.621E-14  4.046E-14  1.00E-07
  6.250E-01 2.52905E-16  2.461E-06  1.316E-08  8.923E-09  2.730E-14  4.215E-14  1.00E-07
  6.500E-01 2.52876E-16  2.560E-06  1.316E-08  8.923E-09  2.838E-14  4.383E-14  1.00E-07
  6.750E-01 2.52845E-16  2.658E-06  1.316E-08  8.923E-09  2.947E-14  4.552E-14  1.00E-07
  7.000E-01 2.52814E-16  2.757E-06  1.316E-08  8.923E-09  3.056E-14  4.720E-14  1.00E-07
  7.250E-01 2.52781E-16  2.856E-06  1.316E-08  8.923E-09  3.165E-14  4.889E-14  1.00E-07
  7.500E-01 2.52747E-16  2.954E-06  1.316E-08  8.923E-09  3.273E-14  5.057E-14  1.00E-07
  7.750E-01 2.52712E-16  3.053E-06  1.316E-08  8.922E-09  3.382E-14  5.226E-14  1.00E-07
  8.000E-01 2.52676E-16  3.152E-06  1.316E-08  8.922E-09  3.491E-14  5.394E-14  1.00E-07
  8.250E-01 2.52638E-16  3.251E-06  1.315E-08  8.922E-09  3.599E-14  5.563E-14  1.00E-07
  8.500E-01 2.52600E-16  3.349E-06  1.315E-08  8.922E-09  3.708E-14  5.731E-14  1.00E-07
  8.750E-01 2.52560E-16  3.448E-06  1.315E-08  8.922E-09  3.816E-14  5.899E-14  1.00E-07
  9.000E-01 2.52519E-16  3.547E-06  1.315E-08  8.921E-09  3.924E-14  6.068E-14  1.00E-07
  9.250E-01 2.52477E-16  3.646E-06  1.315E-08  8.921E-09  4.033E-14  6.236E-14  1.00E-07
  9.500E-01 2.52434E-16  3.745E-06  1.315E-08  8.921E-09  4.141E-14  6.405E-14  1.00E-07
  9.750E-01 2.52390E-16  3.844E-06  1.315E-08  8.921E-09  4.249E-14  6.573E-14  1.00E-07
  1.000E+00 2.52345E-16  3.943E-06  1.314E-08  8.920E-09  4.357E-14  6.741E-14  1.00E-07
  1.100E+00 2.52152E-16  4.339E-06  1.314E-08  8.919E-09  4.789E-14  7.415E-14  1.00E-07
  1.200E+00 2.51942E-16  4.735E-06  1.313E-08  8.918E-09  5.220E-14  8.088E-14  1.00E-07
  1.300E+00 2.51713E-16  5.132E-06  1.312E-08  8.917E-09  5.649E-14  8.761E-14  1.00E-07
  1.400E+00 2.51466E-16  5.530E-06  1.311E-08  8.915E-09  6.078E-14  9.434E-14  1.00E-07
  1.500E+00 2.51201E-16  5.929E-06  1.311E-08  8.914E-09  6.504E-14  1.011E-13  1.00E-07
  1.600E+00 2.50919E-16  6.328E-06  1.310E-08  8.912E-09  6.930E-14  1.078E-13  1.00E-07
  1.700E+00 2.50618E-16  6.728E-06  1.309E-08  8.910E-09  7.354E-14  1.145E-13  1.00E-07
  1.800E+00 2.50300E-16  7.129E-06  1.307E-08  8.909E-09  7.776E-14  1.212E-13  1.00E-07
  1.900E+00 2.49965E-16  7.530E-06  1.306E-08  8.907E-09  8.196E-14  1.279E-13  1.00E-07
  2.000E+00 2.49612E-16  7.933E-06  1.305E-08  8.905E-09  8.615E-14  1.346E-13  1.00E-07
  2.100E+00 2.49241E-16  8.336E-06  1.304E-08  8.903E-09  9.031E-14  1.413E-13  1.00E-07
  2.200E+00 2.48854E-16  8.741E-06  1.302E-08  8.900E-09  9.445E-14  1.480E-13  1.00E-07
  2.300E+00 2.48449E-16  9.146E-06  1.301E-08  8.898E-09  9.858E-14  1.547E-13  1.00E-07
  2.400E+00 2.48027E-16  9.553E-06  1.300E-08  8.896E-09  1.027E-13  1.614E-13  1.00E-07
  2.500E+00 2.47588E-16  9.961E-06  1.298E-08  8.893E-09  1.068E-13  1.681E-13  1.00E-07
  2.600E+00 2.47133E-16  1.037E-05  1.297E-08  8.890E-09  1.108E-13  1.748E-13  1.00E-07
  2.700E+00 2.46660E-16  1.078E-05  1.295E-08  8.888E-09  1.148E-13  1.815E-13  1.00E-07
  2.800E+00 2.46171E-16  1.119E-05  1.293E-08  8.885E-09  1.188E-13  1.882E-13  1.00E-07
  2.900E+00 2.45666E-16  1.160E-05  1.291E-08  8.882E-09  1.228E-13  1.948E-13  1.00E-07
  3.000E+00 2.45145E-16  1.202E-05  1.290E-08  8.879E-09  1.268E-13  2.015E-13  1.00E-07
  3.100E+00 2.44607E-16  1.243E-05  1.288E-08  8.876E-09  1.307E-13  2.082E-13  1.00E-07
  3.200E+00 2.44054E-16  1.285E-05  1.286E-08  8.872E-09  1.346E-13  2.148E-13  1.00E-07
  3.300E+00 2.43484E-16  1.327E-05  1.284E-08  8.869E-09  1.384E-13  2.214E-13  1.00E-07
  3.400E+00 2.42899E-16  1.369E-05  1.282E-08  8.865E-09  1.422E-13  2.281E-13  1.00E-07
  3.500E+00 2.42299E-16  1.411E-05  1.280E-08  8.862E-09  1.460E-13  2.347E-13  1.00E-07
  3.600E+00 2.41683E-16  1.454E-05  1.278E-08  8.858E-09  1.498E-13  2.413E-13  1.00E-07
  3.700E+00 2.41052E-16  1.496E-05  1.275E-08  8.854E-09  1.535E-13  2.480E-13  1.00E-07
  3.800E+00 2.40406E-16  1.539E-05  1.273E-08  8.850E-09  1.572E-13  2.546E-13  1.00E-07
  3.900E+00 2.39745E-16  1.582E-05  1.271E-08  8.847E-09  1.609E-13  2.612E-13  1.00E-07
  4.000E+00 2.39070E-16  1.625E-05  1.268E-08  8.842E-09  1.645E-13  2.678E-13  1.00E-07
  4.100E+00 2.38380E-16  1.668E-05  1.266E-08  8.838E-09  1.681E-13  2.744E-13  1.00E-07
  4.200E+00 2.37676E-16  1.712E-05  1.263E-08  8.834E-09  1.716E-13  2.810E-13  1.00E-07
  4.300E+00 2.36958E-16  1.755E-05  1.261E-08  8.830E-09  1.751E-13  2.875E-13  1.00E-07
  4.400E+00 2.36226E-16  1.799E-05  1.258E-08  8.825E-09  1.786E-13  2.941E-13  1.00E-07
  4.500E+00 2.35481E-16  1.843E-05  1.256E-08  8.820E-09  1.820E-13  3.007E-13  1.00E-07
  4.600E+00 2.34722E-16  1.887E-05  1.253E-08  8.816E-09  1.854E-13  3.072E-13  1.00E-07
  4.700E+00 2.33949E-16  1.932E-05  1.250E-08  8.811E-09  1.887E-13  3.138E-13  1.00E-07
  4.800E+00 2.33164E-16  1.977E-05  1.247E-08  8.806E-09  1.920E-13  3.203E-13  1.00E-07
  4.900E+00 2.32365E-16  2.022E-05  1.245E-08  8.801E-09  1.953E-13  3.268E-13  1.00E-07
  5.000E+00 2.31554E-16  2.067E-05  1.242E-08  8.796E-09  1.985E-13  3.333E-13  1.00E-07
  5.100E+00 2.30731E-16  2.113E-05  1.239E-08  8.791E-09  2.017E-13  3.398E-13  1.00E-07
  5.200E+00 2.29895E-16  2.158E-05  1.236E-08  8.786E-09  2.048E-13  3.463E-13  1.00E-07
  5.300E+00 2.29048E-16  2.204E-05  1.233E-08  8.780E-09  2.079E-13  3.528E-13  1.00E-07
  5.400E+00 2.28188E-16  2.250E-05  1.230E-08  8.775E-09  2.109E-13  3.593E-13  1.00E-07
  5.500E+00 2.27317E-16  2.297E-05  1.226E-08  8.769E-09  2.139E-13  3.658E-13  1.00E-07
  5.600E+00 2.26434E-16  2.344E-05  1.223E-08  8.763E-09  2.168E-13  3.722E-13  1.00E-07
  5.700E+00 2.25541E-16  2.391E-05  1.220E-08  8.758E-09  2.197E-13  3.787E-13  1.00E-07
  5.800E+00 2.24636E-16  2.438E-05  1.217E-08  8.752E-09  2.225E-13  3.851E-13  1.00E-07
  5.900E+00 2.23721E-16  2.486E-05  1.213E-08  8.746E-09  2.253E-13  3.916E-13  1.00E-07
  6.000E+00 2.22795E-16  2.534E-05  1.210E-08  8.740E-09  2.280E-13  3.980E-13  1.00E-07
  6.100E+00 2.21859E-16  2.582E-05  1.207E-08  8.734E-09  2.307E-13  4.044E-13  1.00E-07
  6.200E+00 2.20913E-16  2.630E-05  1.203E-08  8.727E-09  2.334E-13  4.108E-13  1.00E-07
  6.300E+00 2.19957E-16  2.679E-05  1.200E-08  8.721E-09  2.360E-13  4.172E-13  1.00E-07
  6.400E+00 2.18991E-16  2.728E-05  1.196E-08  8.714E-09  2.385E-13  4.235E-13  1.00E-07
  6.500E+00 2.18016E-16  2.778E-05  1.192E-08  8.708E-09  2.410E-13  4.299E-13  1.00E-07
  6.600E+00 2.17032E-16  2.827E-05  1.189E-08  8.701E-09  2.434E-13  4.362E-13  1.00E-07
  6.700E+00 2.16039E-16  2.877E-05  1.185E-08  8.695E-09  2.458E-13  4.426E-13  1.00E-07
  6.800E+00 2.15037E-16  2.928E-05  1.181E-08  8.688E-09  2.481E-13  4.489E-13  1.00E-07
  6.900E+00 2.14027E-16  2.979E-05  1.178E-08  8.681E-09  2.503E-13  4.552E-13  1.00E-07
  7.000E+00 2.13009E-16  3.030E-05  1.174E-08  8.674E-09  2.525E-13  4.615E-13  1.00E-07
  7.100E+00 2.11983E-16  3.081E-05  1.170E-08  8.667E-09  2.547E-13  4.678E-13  1.00E-07
  7.200E+00 2.10949E-16  3.133E-05  1.166E-08  8.659E-09  2.568E-13  4.741E-13  1.00E-07
  7.300E+00 2.09907E-16  3.185E-05  1.162E-08  8.652E-09  2.588E-13  4.803E-13  1.00E-07
  7.400E+00 2.08858E-16  3.238E-05  1.158E-08  8.645E-09  2.608E-13  4.866E-13  1.00E-07
  7.500E+00 2.07802E-16  3.290E-05  1.154E-08  8.637E-09  2.627E-13  4.928E-13  1.00E-07
  7.600E+00 2.06739E-16  3.344E-05  1.150E-08  8.630E-09  2.646E-13  4.990E-13  1.00E-07
  7.700E+00 2.05670E-16  3.397E-05  1.146E-08  8.622E-09  2.664E-13  5.053E-13  1.00E-07
  7.800E+00 2.04594E-16  3.451E-05  1.142E-08  8.614E-09  2.681E-13  5.115E-13  1.00E-07
  7.900E+00 2.03512E-16  3.506E-05  1.138E-08  8.606E-09  2.698E-13  5.176E-13  1.00E-07
  8.000E+00 2.02424E-16  3.560E-05  1.134E-08  8.598E-09  2.714E-13  5.238E-13  1.00E-07
  8.100E+00 2.01331E-16  3.616E-05  1.129E-08  8.590E-09  2.730E-13  5.300E-13  1.00E-07
  8.200E+00 2.00232E-16  3.671E-05  1.125E-08  8.582E-09  2.745E-13  5.361E-13  1.00E-07
  8.300E+00 1.99127E-16  3.727E-05  1.121E-08  8.574E-09  2.760E-13  5.422E-13  1.00E-07
  8.400E+00 1.98018E-16  3.784E-05  1.116E-08  8.565E-09  2.774E-13  5.483E-13  1.00E-07
