  1.035E+02 2.36896E-18 -2.632E-03 -5.879E-10 -1.422E-09 -2.319E-12 -3.077E-13  1.00E-07
  1.040E+02 2.36209E-18 -2.639E-03 -5.696E-10 -1.427E-09 -2.309E-12 -3.152E-13  1.00E-07
  1.045E+02 2.35541E-18 -2.645E-03 -5.514E-10 -1.432E-09 -2.299E-12 -3.225E-13  1.00E-07
  1.050E+02 2.34892E-18 -2.650E-03 -5.333E-10 -1.437E-09 -2.288E-12 -3.296E-13  1.00E-07
  1.055E+02 2.34263E-18 -2.655E-03 -5.153E-10 -1.441E-09 -2.278E-12 -3.365E-13  1.00E-07
  1.060E+02 2.33651E-18 -2.659E-03 -4.975E-10 -1.445E-09 -2.267E-12 -3.433E-13  1.00E-07
  1.065E+02 2.33057E-18 -2.662E-03 -4.799E-10 -1.449E-09 -2.257E-12 -3.500E-13  1.00E-07
  1.070E+02 2.32481E-18 -2.665E-03 -4.624E-10 -1.453E-09 -2.246E-12 -3.564E-13  1.00E-07
  1.075E+02 2.31921E-18 -2.668E-03 -4.450E-10 -1.456E-09 -2.235E-12 -3.627E-13  1.00E-07
  1.080E+02 2.31378E-18 -2.669E-03 -4.278E-10 -1.460E-09 -2.224E-12 -3.688E-13  1.00E-07
  1.085E+02 2.30851E-18 -2.670E-03 -4.107E-10 -1.463E-09 -2.212E-12 -3.748E-13  1.00E-07
  1.090E+02 2.30339E-18 -2.671E-03 -3.938E-10 -1.466E-09 -2.201E-12 -3.806E-13  1.00E-07
  1.095E+02 2.29843E-18 -2.671E-03 -3.770E-10 -1.468E-09 -2.190E-12 -3.862E-13  1.00E-07
  1.100E+02 2.29361E-18 -2.670E-03 -3.604E-10 -1.471E-09 -2.178E-12 -3.917E-13  1.00E-07
  1.105E+02 2.28894E-18 -2.669E-03 -3.439E-10 -1.473E-09 -2.166E-12 -3.970E-13  1.00E-07
  1.110E+02 2.28441E-18 -2.668E-03 -3.276E-10 -1.475E-09 -2.154E-12 -4.021E-13  1.00E-07
  1.115E+02 2.28002E-18 -2.665E-03 -3.114E-10 -1.478E-09 -2.142E-12 -4.071E-13  1.00E-07
  1.120E+02 2.27576E-18 -2.663E-03 -2.954E-10 -1.479E-09 -2.130E-12 -4.119E-13  1.00E-07
  1.125E+02 2.27164E-18 -2.659E-03 -2.795E-10 -1.481E-09 -2.118E-12 -4.166E-13  1.00E-07
  1.130E+02 2.26764E-18 -2.656E-03 -2.638E-10 -1.483E-09 -2.106E-12 -4.211E-13  1.00E-07
  1.135E+02 2.26376E-18 -2.651E-03 -2.482E-10 -1.484E-09 -2.093E-12 -4.254E-13  1.00E-07
  1.140E+02 2.26000E-18 -2.646E-03 -2.328E-10 -1.485E-09 -2.081E-12 -4.296E-13  1.00E-07
  1.145E+02 2.25636E-18 -2.641E-03 -2.175E-10 -1.486E-09 -2.068E-12 -4.337E-13  1.00E-07
  1.150E+02 2.25284E-18 -2.635E-03 -2.024E-10 -1.487E-09 -2.055E-12 -4.375E-13  1.00E-07
  1.155E+02 2.24943E-18 -2.629E-03 -1.875E-10 -1.488E-09 -2.043E-12 -4.412E-13  1.00E-07
  1.160E+02 2.24612E-18 -2.622E-03 -1.726E-10 -1.489E-09 -2.030E-12 -4.448E-13  1.00E-07
  1.165E+02 2.24292E-18 -2.615E-03 -1.580E-10 -1.489E-09 -2.017E-12 -4.482E-13  1.00E-07
  1.170E+02 2.23982E-18 -2.607E-03 -1.435E-10 -1.490E-09 -2.004E-12 -4.514E-13  1.00E-07
  1.175E+02 2.23683E-18 -2.599E-03 -1.291E-10 -1.490E-09 -1.990E-12 -4.545E-13  1.00E-07
  1.180E+02 2.23393E-18 -2.591E-03 -1.149E-10 -1.490E-09 -1.977E-12 -4.574E-13  1.00E-07
  1.185E+02 2.23113E-18 -2.582E-03 -1.009E-10 -1.490E-09 -1.964E-12 -4.602E-13  1.00E-07
  1.190E+02 2.22841E-18 -2.572E-03 -8.695E-11 -1.490E-09 -1.950E-12 -4.628E-13  1.00E-07
  1.195E+02 2.22579E-18 -2.563E-03 -7.320E-11 -1.490E-09 -1.937E-12 -4.653E-13  1.00E-07
  1.200E+02 2.22326E-18 -2.552E-03 -5.960E-11 -1.490E-09 -1.923E-12 -4.677E-13  1.00E-07
  1.205E+02 2.22081E-18 -2.542E-03 -4.614E-11 -1.490E-09 -1.909E-12 -4.698E-13  1.00E-07
  1.210E+02 2.21844E-18 -2.531E-03 -3.284E-11 -1.489E-09 -1.896E-12 -4.719E-13  1.00E-07
  1.215E+02 2.21616E-18 -2.519E-03 -1.969E-11 -1.489E-09 -1.882E-12 -4.738E-13  1.00E-07
  1.220E+02 2.21395E-18 -2.508E-03 -6.682E-12 -1.488E-09 -1.868E-12 -4.755E-13  1.00E-07
  1.225E+02 2.21182E-18 -2.495E-03  6.173E-12 -1.487E-09 -1.854E-12 -4.771E-13  1.00E-07
  1.230E+02 2.20977E-18 -2.483E-03  1.888E-11 -1.486E-09 -1.840E-12 -4.786E-13  1.00E-07
  1.235E+02 2.20778E-18 -2.470E-03  3.144E-11 -1.486E-09 -1.825E-12 -4.799E-13  1.00E-07
  1.240E+02 2.20587E-18 -2.457E-03  4.385E-11 -1.485E-09 -1.811E-12 -4.810E-13  1.00E-07
  1.245E+02 2.20402E-18 -2.443E-03  5.612E-11 -1.484E-09 -1.797E-12 -4.821E-13  1.00E-07
  1.250E+02 2.20224E-18 -2.430E-03  6.824E-11 -1.482E-09 -1.782E-12 -4.830E-13  1.00E-07
  1.255E+02 2.20053E-18 -2.415E-03  8.022E-11 -1.481E-09 -1.768E-12 -4.837E-13  1.00E-07
  1.260E+02 2.19887E-18 -2.401E-03  9.205E-11 -1.480E-09 -1.753E-12 -4.843E-13  1.00E-07
  1.265E+02 2.19728E-18 -2.386E-03  1.037E-10 -1.479E-09 -1.739E-12 -4.848E-13  1.00E-07
  1.270E+02 2.19575E-18 -2.371E-03  1.153E-10 -1.477E-09 -1.724E-12 -4.851E-13  1.00E-07
  1.275E+02 2.19428E-18 -2.356E-03  1.267E-10 -1.476E-09 -1.710E-12 -4.853E-13  1.00E-07
  1.280E+02 2.19286E-18 -2.340E-03  1.379E-10 -1.474E-09 -1.695E-12 -4.854E-13  1.00E-07
  1.285E+02 2.19149E-18 -2.324E-03  1.490E-10 -1.473E-09 -1.680E-12 -4.854E-13  1.00E-07
  1.290E+02 2.19018E-18 -2.308E-03  1.600E-10 -1.471E-09 -1.665E-12 -4.852E-13  1.00E-07
  1.295E+02 2.18892E-18 -2.291E-03  1.709E-10 -1.470E-09 -1.650E-12 -4.848E-13  1.00E-07
  1.300E+02 2.18771E-18 -2.275E-03  1.815E-10 -1.468E-09 -1.635E-12 -4.844E-13  1.00E-07
  1.305E+02 2.18655E-18 -2.258E-03  1.921E-10 -1.466E-09 -1.620E-12 -4.838E-13  1.00E-07
  1.310E+02 2.18543E-18 -2.241E-03  2.025E-10 -1.464E-09 -1.605E-12 -4.831E-13  1.00E-07
  1.315E+02 2.18436E-18 -2.223E-03  2.128E-10 -1.463E-09 -1.590E-12 -4.823E-13  1.00E-07
  1.320E+02 2.18334E-18 -2.205E-03  2.229E-10 -1.461E-09 -1.575E-12 -4.813E-13  1.00E-07
  1.325E+02 2.18235E-18 -2.187E-03  2.330E-10 -1.459E-09 -1.559E-12 -4.802E-13  1.00E-07
  1.330E+02 2.18141E-18 -2.169E-03  2.428E-10 -1.457E-09 -1.544E-12 -4.790E-13  1.00E-07
  1.335E+02 2.18051E-18 -2.151E-03  2.526E-10 -1.455E-09 -1.529E-12 -4.777E-13  1.00E-07
  1.340E+02 2.17965E-18 -2.132E-03  2.622E-10 -1.453E-09 -1.513E-12 -4.763E-13  1.00E-07
  1.345E+02 2.17882E-18 -2.113E-03  2.716E-10 -1.451E-09 -1.498E-12 -4.747E-13  1.00E-07
  1.350E+02 2.17803E-18 -2.094E-03  2.810E-10 -1.449E-09 -1.483E-12 -4.730E-13  1.00E-07
  1.355E+02 2.17728E-18 -2.075E-03  2.902E-10 -1.447E-09 -1.467E-12 -4.712E-13  1.00E-07
  1.360E+02 2.17656E-18 -2.056E-03  2.993E-10 -1.445E-09 -1.452E-12 -4.693E-13  1.00E-07
  1.365E+02 2.17587E-18 -2.036E-03  3.082E-10 -1.443E-09 -1.436E-12 -4.673E-13  1.00E-07
  1.370E+02 2.17522E-18 -2.017E-03  3.170E-10 -1.440E-09 -1.420E-12 -4.652E-13  1.00E-07
  1.375E+02 2.17460E-18 -1.997E-03  3.257E-10 -1.438E-09 -1.405E-12 -4.629E-13  1.00E-07
  1.380E+02 2.17401E-18 -1.977E-03  3.343E-10 -1.436E-09 -1.389E-12 -4.606E-13  1.00E-07
  1.385E+02 2.17344E-18 -1.956E-03  3.427E-10 -1.434E-09 -1.373E-12 -4.581E-13  1.00E-07
  1.390E+02 2.17291E-18 -1.936E-03  3.510E-10 -1.432E-09 -1.357E-12 -4.555E-13  1.00E-07
  1.395E+02 2.17240E-18 -1.915E-03  3.592E-10 -1.429E-09 -1.342E-12 -4.528E-13  1.00E-07
  1.400E+02 2.17192E-18 -1.895E-03  3.673E-10 -1.427E-09 -1.326E-12 -4.501E-13  1.00E-07
  1.405E+02 2.17146E-18 -1.874E-03  3.752E-10 -1.425E-09 -1.310E-12 -4.472E-13  1.00E-07
  1.410E+02 2.17103E-18 -1.853E-03  3.830E-10 -1.423E-09 -1.294E-12 -4.442E-13  1.00E-07
  1.415E+02 2.17062E-18 -1.832E-03  3.907E-10 -1.421E-09 -1.278E-12 -4.411E-13  1.00E-07
  1.420E+02 2.17024E-18 -1.810E-03  3.983E-10 -1.418E-09 -1.262E-12 -4.379E-13  1.00E-07
  1.425E+02 2.16987E-18 -1.789E-03  4.057E-10 -1.416E-09 -1.246E-12 -4.346E-13  1.00E-07
  1.430E+02 2.16953E-18 -1.767E-03  4.131E-10 -1.414E-09 -1.230E-12 -4.312E-13  1.00E-07
  1.435E+02 2.16921E-18 -1.746E-03  4.203E-10 -1.412E-09 -1.214E-12 -4.277E-13  1.00E-07
  1.440E+02 2.16891E-18 -1.724E-03  4.274E-10 -1.409E-09 -1.198E-12 -4.241E-13  1.00E-07
  1.445E+02 2.16862E-18 -1.702E-03  4.343E-10 -1.407E-09 -1.182E-12 -4.205E-13  1.00E-07
  1.450E+02 2.16836E-18 -1.680E-03  4.412E-10 -1.405E-09 -1.166E-12 -4.167E-13  1.00E-07
  1.455E+02 2.16811E-18 -1.658E-03  4.479E-10 -1.403E-09 -1.149E-12 -4.128E-13  1.00E-07
  1.460E+02 2.16788E-18 -1.636E-03  4.546E-10 -1.400E-09 -1.133E-12 -4.089E-13  1.00E-07
  1.465E+02 2.16766E-18 -1.613E-03  4.611E-10 -1.398E-09 -1.117E-12 -4.048E-13  1.00E-07
  1.470E+02 2.16747E-18 -1.591E-03  4.675E-10 -1.396E-09 -1.101E-12 -4.007E-13  1.00E-07
  1.475E+02 2.16728E-18 -1.568E-03  4.738E-10 -1.394E-09 -1.085E-12 -3.965E-13  1.00E-07
  1.480E+02 2.16711E-18 -1.546E-03  4.799E-10 -1.392E-09 -1.068E-12 -3.922E-13  1.00E-07
  1.485E+02 2.16695E-18 -1.523E-03  4.860E-10 -1.390E-09 -1.052E-12 -3.878E-13  1.00E-07
  1.490E+02 2.16681E-18 -1.500E-03  4.920E-10 -1.387E-09 -1.036E-12 -3.834E-13  1.00E-07
  1.495E+02 2.16668E-18 -1.477E-03  4.978E-10 -1.385E-09 -1.019E-12 -3.788E-13  1.00E-07
  1.500E+02 2.16656E-18 -1.454E-03  5.035E-10 -1.383E-09 -1.003E-12 -3.742E-13  1.00E-07
  1.505E+02 2.16645E-18 -1.431E-03  5.092E-10 -1.381E-09 -9.866E-13 -3.695E-13  1.00E-07
  1.510E+02 2.16636E-18 -1.408E-03  5.147E-10 -1.379E-09 -9.702E-13 -3.647E-13  1.00E-07
  1.515E+02 2.16627E-18 -1.385E-03  5.201E-10 -1.377E-09 -9.537E-13 -3.599E-13  1.00E-07
  1.520E+02 2.16619E-18 -1.362E-03  5.254E-10 -1.375E-09 -9.373E-13 -3.549E-13  1.00E-07
  1.525E+02 2.16613E-18 -1.339E-03  5.306E-10 -1.373E-09 -9.208E-13 -3.499E-13  1.00E-07
  1.530E+02 2.16607E-18 -1.315E-03  5.357E-10 -1.371E-09 -9.043E-13 -3.448E-13  1.00E-07
  1.535E+02 2.16602E-18 -1.292E-03  5.407E-10 -1.369E-09 -8.879E-13 -3.397E-13  1.00E-07
  1.540E+02 2.16598E-18 -1.268E-03  5.455E-10 -1.367E-09 -8.713E-13 -3.345E-13  1.00E-07
  1.545E+02 2.16594E-18 -1.245E-03  5.503E-10 -1.365E-09 -8.548E-13 -3.292E-13  1.00E-07
  1.550E+02 2.16591E-18 -1.221E-03  5.550E-10 -1.363E-09 -8.383E-13 -3.238E-13  1.00E-07
  1.555E+02 2.16589E-18 -1.197E-03  5.596E-10 -1.361E-09 -8.217E-13 -3.184E-13  1.00E-07
  1.560E+02 2.16588E-18 -1.174E-03  5.640E-10 -1.359E-09 -8.052E-13 -3.130E-13  1.00E-07
  1.565E+02 2.16587E-18 -1.150E-03  5.684E-10 -1.357E-09 -7.886E-13 -3.074E-13  1.00E-07
  1.570E+02 2.16587E-18 -1.126E-03  5.727E-10 -1.356E-09 -7.720E-13 -3.018E-13  1.00E-07
  1.575E+02 2.16587E-18 -1.102E-03  5.768E-10 -1.354E-09 -7.554E-13 -2.961E-13  1.00E-07
  1.580E+02 2.16588E-18 -1.078E-03  5.809E-10 -1.352E-09 -7.387E-13 -2.904E-13  1.00E-07
  1.585E+02 2.16589E-18 -1.054E-03  5.849E-10 -1.350E-09 -7.221E-13 -2.846E-13  1.00E-07
  1.590E+02 2.16591E-18 -1.030E-03  5.887E-10 -1.349E-09 -7.055E-13 -2.788E-13  1.00E-07
  1.595E+02 2.16593E-18 -1.006E-03  5.925E-10 -1.347E-09 -6.888E-13 -2.729E-13  1.00E-07
  1.600E+02 2.16595E-18 -9.821E-04  5.962E-10 -1.346E-09 -6.721E-13 -2.669E-13  1.00E-07
  1.605E+02 2.16597E-18 -9.579E-04  5.998E-10 -1.344E-09 -6.555E-13 -2.609E-13  1.00E-07
  1.610E+02 2.16600E-18 -9.338E-04  6.032E-10 -1.342E-09 -6.388E-13 -2.549E-13  1.00E-07
  1.615E+02 2.16604E-18 -9.096E-04  6.066E-10 -1.341E-09 -6.221E-13 -2.488E-13  1.00E-07
  1.620E+02 2.16607E-18 -8.853E-04  6.099E-10 -1.339E-09 -6.054E-13 -2.426E-13  1.00E-07
  1.625E+02 2.16611E-18 -8.611E-04  6.131E-10 -1.338E-09 -5.887E-13 -2.364E-13  1.00E-07
  1.630E+02 2.16614E-18 -8.368E-04  6.162E-10 -1.337E-09 -5.719E-13 -2.302E-13  1.00E-07
  1.635E+02 2.16618E-18 -8.124E-04  6.192E-10 -1.335E-09 -5.552E-13 -2.239E-13  1.00E-07
  1.640E+02 2.16622E-18 -7.881E-04  6.221E-10 -1.334E-09 -5.384E-13 -2.176E-13  1.00E-07
  1.645E+02 2.16627E-18 -7.637E-04  6.249E-10 -1.333E-09 -5.217E-13 -2.112E-13  1.00E-07
  1.650E+02 2.16631E-18 -7.393E-04  6.276E-10 -1.331E-09 -5.049E-13 -2.048E-13  1.00E-07
  1.655E+02 2.16635E-18 -7.149E-04  6.303E-10 -1.330E-09 -4.882E-13 -1.984E-13  1.00E-07
  1.660E+02 2.16639E-18 -6.904E-04  6.328E-10 -1.329E-09 -4.714E-13 -1.919E-13  1.00E-07
  1.665E+02 2.16644E-18 -6.659E-04  6.352E-10 -1.328E-09 -4.546E-13 -1.853E-13  1.00E-07
  1.670E+02 2.16648E-18 -6.414E-04  6.376E-10 -1.327E-09 -4.378E-13 -1.788E-13  1.00E-07
  1.675E+02 2.16653E-18 -6.169E-04  6.399E-10 -1.326E-09 -4.210E-13 -1.722E-13  1.00E-07
  1.680E+02 2.16657E-18 -5.924E-04  6.420E-10 -1.325E-09 -4.043E-13 -1.655E-13  1.00E-07
  1.685E+02 2.16661E-18 -5.678E-04  6.441E-10 -1.324E-09 -3.874E-13 -1.589E-13  1.00E-07
  1.690E+02 2.16665E-18 -5.433E-04  6.461E-10 -1.323E-09 -3.706E-13 -1.522E-13  1.00E-07
  1.695E+02 2.16670E-18 -5.187E-04  6.480E-10 -1.322E-09 -3.538E-13 -1.455E-13  1.00E-07
  1.700E+02 2.16674E-18 -4.941E-04  6.498E-10 -1.321E-09 -3.370E-13 -1.387E-13  1.00E-07
  1.705E+02 2.16678E-18 -4.695E-04  6.515E-10 -1.320E-09 -3.202E-13 -1.319E-13  1.00E-07
  1.710E+02 2.16681E-18 -4.448E-04  6.532E-10 -1.319E-09 -3.034E-13 -1.251E-13  1.00E-07
  1.715E+02 2.16685E-18 -4.202E-04  6.547E-10 -1.318E-09 -2.865E-13 -1.183E-13  1.00E-07
  1.720E+02 2.16689E-18 -3.955E-04  6.561E-10 -1.318E-09 -2.697E-13 -1.115E-13  1.00E-07
  1.725E+02 2.16692E-18 -3.709E-04  6.575E-10 -1.317E-09 -2.529E-13 -1.046E-13  1.00E-07
  1.730E+02 2.16695E-18 -3.462E-04  6.588E-10 -1.316E-09 -2.360E-13 -9.773E-14  1.00E-07
  1.735E+02 2.16698E-18 -3.215E-04  6.600E-10 -1.316E-09 -2.192E-13 -9.083E-14  1.00E-07
  1.740E+02 2.16701E-18 -2.968E-04  6.611E-10 -1.315E-09 -2.023E-13 -8.390E-14  1.00E-07
  1.745E+02 2.16704E-18 -2.721E-04  6.621E-10 -1.315E-09 -1.855E-13 -7.697E-14  1.00E-07
  1.750E+02 2.16706E-18 -2.474E-04  6.630E-10 -1.314E-09 -1.686E-13 -7.002E-14  1.00E-07
  1.755E+02 2.16708E-18 -2.227E-04  6.638E-10 -1.314E-09 -1.518E-13 -6.305E-14  1.00E-07
  1.760E+02 2.16710E-18 -1.979E-04  6.646E-10 -1.314E-09 -1.349E-13 -5.608E-14  1.00E-07
  1.765E+02 2.16712E-18 -1.732E-04  6.652E-10 -1.313E-09 -1.180E-13 -4.909E-14  1.00E-07
  1.770E+02 2.16714E-18 -1.485E-04  6.658E-10 -1.313E-09 -1.012E-13 -4.209E-14  1.00E-07
  1.775E+02 2.16715E-18 -1.237E-04  6.663E-10 -1.313E-09 -8.432E-14 -3.509E-14  1.00E-07
  1.780E+02 2.16716E-18 -9.899E-05  6.667E-10 -1.313E-09 -6.746E-14 -2.808E-14  1.00E-07
  1.785E+02 2.16717E-18 -7.424E-05  6.670E-10 -1.312E-09 -5.059E-14 -2.106E-14  1.00E-07
  1.790E+02 2.16717E-18 -4.950E-05  6.672E-10 -1.312E-09 -3.373E-14 -1.405E-14  1.00E-07
  1.795E+02 2.16718E-18 -2.475E-05  6.673E-10 -1.312E-09 -1.686E-14 -7.023E-15  1.00E-07
  1.800E+02 2.16718E-18 -3.473E-19  6.673E-10 -1.312E-09 -2.367E-28 -9.856E-29  1.00E-07

  TOTAL ELASTIC CROSS SECTION = 1.272320E-16 cm**2
               FROM DCS TABLE = 1.272296E-16  (REL. DIF. = 1.92E-05)

  1ST TRANSPORT CROSS SECTION = 3.914544E-17 cm**2
               FROM DCS TABLE = 3.914546E-17  (REL. DIF. = 4.74E-07)

  2ND TRANSPORT CROSS SECTION = 5.595754E-17 cm**2

  **** DPWA0 ENDED ************************************************************

