  9.750E-04 4.05058E-16  2.292E-09  1.670E-08  1.124E-08  2.664E-17  4.573E-17  1.00E-07
  1.000E-03 4.05058E-16  2.350E-09  1.670E-08  1.124E-08  2.732E-17  4.690E-17  1.00E-07
  1.250E-03 4.05058E-16  2.938E-09  1.670E-08  1.124E-08  3.415E-17  5.863E-17  1.00E-07
  1.500E-03 4.05058E-16  3.526E-09  1.670E-08  1.124E-08  4.098E-17  7.035E-17  1.00E-07
  1.750E-03 4.05058E-16  4.113E-09  1.670E-08  1.124E-08  4.781E-17  8.208E-17  1.00E-07
  2.000E-03 4.05058E-16  4.701E-09  1.670E-08  1.124E-08  5.464E-17  9.381E-17  1.00E-07
  2.250E-03 4.05058E-16  5.288E-09  1.670E-08  1.124E-08  6.147E-17  1.055E-16  1.00E-07
  2.500E-03 4.05058E-16  5.876E-09  1.670E-08  1.124E-08  6.830E-17  1.173E-16  1.00E-07
  2.750E-03 4.05058E-16  6.464E-09  1.670E-08  1.124E-08  7.513E-17  1.290E-16  1.00E-07
  3.000E-03 4.05058E-16  7.051E-09  1.670E-08  1.124E-08  8.196E-17  1.407E-16  1.00E-07
  3.250E-03 4.05058E-16  7.639E-09  1.670E-08  1.124E-08  8.879E-17  1.524E-16  1.00E-07
  3.500E-03 4.05058E-16  8.226E-09  1.670E-08  1.124E-08  9.562E-17  1.642E-16  1.00E-07
  3.750E-03 4.05058E-16  8.814E-09  1.670E-08  1.124E-08  1.025E-16  1.759E-16  1.00E-07
  4.000E-03 4.05058E-16  9.402E-09  1.670E-08  1.124E-08  1.093E-16  1.876E-16  1.00E-07
  4.250E-03 4.05058E-16  9.989E-09  1.670E-08  1.124E-08  1.161E-16  1.993E-16  1.00E-07
  4.500E-03 4.05058E-16  1.058E-08  1.670E-08  1.124E-08  1.229E-16  2.111E-16  1.00E-07
  4.750E-03 4.05058E-16  1.116E-08  1.670E-08  1.124E-08  1.298E-16  2.228E-16  1.00E-07
  5.000E-03 4.05058E-16  1.175E-08  1.670E-08  1.124E-08  1.366E-16  2.345E-16  1.00E-07
  5.250E-03 4.05058E-16  1.234E-08  1.670E-08  1.124E-08  1.434E-16  2.462E-16  1.00E-07
  5.500E-03 4.05058E-16  1.293E-08  1.670E-08  1.124E-08  1.503E-16  2.580E-16  1.00E-07
  5.750E-03 4.05058E-16  1.351E-08  1.670E-08  1.124E-08  1.571E-16  2.697E-16  1.00E-07
  6.000E-03 4.05058E-16  1.410E-08  1.670E-08  1.124E-08  1.639E-16  2.814E-16  1.00E-07
  6.250E-03 4.05058E-16  1.469E-08  1.670E-08  1.124E-08  1.708E-16  2.931E-16  1.00E-07
  6.500E-03 4.05058E-16  1.528E-08  1.670E-08  1.124E-08  1.776E-16  3.049E-16  1.00E-07
  6.750E-03 4.05058E-16  1.587E-08  1.670E-08  1.124E-08  1.844E-16  3.166E-16  1.00E-07
  7.000E-03 4.05058E-16  1.645E-08  1.670E-08  1.124E-08  1.912E-16  3.283E-16  1.00E-07
  7.250E-03 4.05058E-16  1.704E-08  1.670E-08  1.124E-08  1.981E-16  3.400E-16  1.00E-07
  7.500E-03 4.05058E-16  1.763E-08  1.670E-08  1.124E-08  2.049E-16  3.518E-16  1.00E-07
  7.750E-03 4.05058E-16  1.822E-08  1.670E-08  1.124E-08  2.117E-16  3.635E-16  1.00E-07
  8.000E-03 4.05058E-16  1.880E-08  1.670E-08  1.124E-08  2.186E-16  3.752E-16  1.00E-07
  8.250E-03 4.05058E-16  1.939E-08  1.670E-08  1.124E-08  2.254E-16  3.870E-16  1.00E-07
  8.500E-03 4.05058E-16  1.998E-08  1.670E-08  1.124E-08  2.322E-16  3.987E-16  1.00E-07
  8.750E-03 4.05058E-16  2.057E-08  1.670E-08  1.124E-08  2.391E-16  4.104E-16  1.00E-07
  9.000E-03 4.05058E-16  2.115E-08  1.670E-08  1.124E-08  2.459E-16  4.221E-16  1.00E-07
  9.250E-03 4.05058E-16  2.174E-08  1.670E-08  1.124E-08  2.527E-16  4.339E-16  1.00E-07
  9.500E-03 4.05058E-16  2.233E-08  1.670E-08  1.124E-08  2.595E-16  4.456E-16  1.00E-07
  9.750E-03 4.05058E-16  2.292E-08  1.670E-08  1.124E-08  2.664E-16  4.573E-16  1.00E-07
  1.000E-02 4.05058E-16  2.350E-08  1.670E-08  1.124E-08  2.732E-16  4.690E-16  1.00E-07
  1.250E-02 4.05058E-16  2.938E-08  1.670E-08  1.124E-08  3.415E-16  5.863E-16  1.00E-07
  1.500E-02 4.05058E-16  3.526E-08  1.670E-08  1.124E-08  4.098E-16  7.035E-16  1.00E-07
  1.750E-02 4.05057E-16  4.113E-08  1.670E-08  1.124E-08  4.781E-16  8.208E-16  1.00E-07
  2.000E-02 4.05057E-16  4.701E-08  1.670E-08  1.124E-08  5.464E-16  9.381E-16  1.00E-07
  2.250E-02 4.05057E-16  5.288E-08  1.670E-08  1.124E-08  6.147E-16  1.055E-15  1.00E-07
  2.500E-02 4.05057E-16  5.876E-08  1.670E-08  1.124E-08  6.830E-16  1.173E-15  1.00E-07
  2.750E-02 4.05057E-16  6.464E-08  1.670E-08  1.124E-08  7.513E-16  1.290E-15  1.00E-07
  3.000E-02 4.05057E-16  7.051E-08  1.670E-08  1.124E-08  8.196E-16  1.407E-15  1.00E-07
  3.250E-02 4.05057E-16  7.639E-08  1.670E-08  1.124E-08  8.879E-16  1.524E-15  1.00E-07
  3.500E-02 4.05056E-16  8.226E-08  1.670E-08  1.124E-08  9.562E-16  1.642E-15  1.00E-07
  3.750E-02 4.05056E-16  8.814E-08  1.670E-08  1.124E-08  1.025E-15  1.759E-15  1.00E-07
  4.000E-02 4.05056E-16  9.402E-08  1.670E-08  1.124E-08  1.093E-15  1.876E-15  1.00E-07
  4.250E-02 4.05056E-16  9.989E-08  1.670E-08  1.124E-08  1.161E-15  1.993E-15  1.00E-07
  4.500E-02 4.05055E-16  1.058E-07  1.670E-08  1.124E-08  1.229E-15  2.111E-15  1.00E-07
  4.750E-02 4.05055E-16  1.116E-07  1.670E-08  1.124E-08  1.298E-15  2.228E-15  1.00E-07
  5.000E-02 4.05055E-16  1.175E-07  1.670E-08  1.124E-08  1.366E-15  2.345E-15  1.00E-07
  5.250E-02 4.05054E-16  1.234E-07  1.670E-08  1.124E-08  1.434E-15  2.462E-15  1.00E-07
  5.500E-02 4.05054E-16  1.293E-07  1.670E-08  1.124E-08  1.503E-15  2.580E-15  1.00E-07
  5.750E-02 4.05054E-16  1.351E-07  1.670E-08  1.124E-08  1.571E-15  2.697E-15  1.00E-07
  6.000E-02 4.05053E-16  1.410E-07  1.670E-08  1.124E-08  1.639E-15  2.814E-15  1.00E-07
  6.250E-02 4.05053E-16  1.469E-07  1.670E-08  1.124E-08  1.708E-15  2.931E-15  1.00E-07
  6.500E-02 4.05052E-16  1.528E-07  1.670E-08  1.124E-08  1.776E-15  3.049E-15  1.00E-07
  6.750E-02 4.05052E-16  1.587E-07  1.670E-08  1.124E-08  1.844E-15  3.166E-15  1.00E-07
  7.000E-02 4.05052E-16  1.645E-07  1.670E-08  1.124E-08  1.912E-15  3.283E-15  1.00E-07
  7.250E-02 4.05051E-16  1.704E-07  1.670E-08  1.124E-08  1.981E-15  3.400E-15  1.00E-07
  7.500E-02 4.05051E-16  1.763E-07  1.670E-08  1.124E-08  2.049E-15  3.518E-15  1.00E-07
  7.750E-02 4.05050E-16  1.822E-07  1.670E-08  1.124E-08  2.117E-15  3.635E-15  1.00E-07
  8.000E-02 4.05050E-16  1.880E-07  1.670E-08  1.124E-08  2.186E-15  3.752E-15  1.00E-07
  8.250E-02 4.05049E-16  1.939E-07  1.670E-08  1.124E-08  2.254E-15  3.869E-15  1.00E-07
  8.500E-02 4.05049E-16  1.998E-07  1.670E-08  1.124E-08  2.322E-15  3.987E-15  1.00E-07
  8.750E-02 4.05048E-16  2.057E-07  1.670E-08  1.124E-08  2.391E-15  4.104E-15  1.00E-07
  9.000E-02 4.05047E-16  2.115E-07  1.670E-08  1.124E-08  2.459E-15  4.221E-15  1.00E-07
  9.250E-02 4.05047E-16  2.174E-07  1.670E-08  1.124E-08  2.527E-15  4.339E-15  1.00E-07
  9.500E-02 4.05046E-16  2.233E-07  1.670E-08  1.124E-08  2.595E-15  4.456E-15  1.00E-07
  9.750E-02 4.05046E-16  2.292E-07  1.670E-08  1.124E-08  2.664E-15  4.573E-15  1.00E-07
  1.000E-01 4.05045E-16  2.350E-07  1.670E-08  1.124E-08  2.732E-15  4.690E-15  1.00E-07
  1.250E-01 4.05038E-16  2.938E-07  1.670E-08  1.124E-08  3.415E-15  5.863E-15  1.00E-07
  1.500E-01 4.05029E-16  3.526E-07  1.669E-08  1.124E-08  4.098E-15  7.035E-15  1.00E-07
  1.750E-01 4.05018E-16  4.113E-07  1.669E-08  1.124E-08  4.781E-15  8.208E-15  1.00E-07
  2.000E-01 4.05006E-16  4.701E-07  1.669E-08  1.124E-08  5.463E-15  9.380E-15  1.00E-07
  2.250E-01 4.04992E-16  5.289E-07  1.669E-08  1.124E-08  6.146E-15  1.055E-14  1.00E-07
  2.500E-01 4.04977E-16  5.877E-07  1.669E-08  1.124E-08  6.829E-15  1.173E-14  1.00E-07
  2.750E-01 4.04960E-16  6.464E-07  1.669E-08  1.124E-08  7.511E-15  1.290E-14  1.00E-07
  3.000E-01 4.04941E-16  7.052E-07  1.669E-08  1.124E-08  8.194E-15  1.407E-14  1.00E-07
  3.250E-01 4.04921E-16  7.640E-07  1.669E-08  1.124E-08  8.876E-15  1.524E-14  1.00E-07
  3.500E-01 4.04899E-16  8.228E-07  1.669E-08  1.124E-08  9.558E-15  1.642E-14  1.00E-07
  3.750E-01 4.04876E-16  8.816E-07  1.669E-08  1.124E-08  1.024E-14  1.759E-14  1.00E-07
  4.000E-01 4.04851E-16  9.404E-07  1.669E-08  1.124E-08  1.092E-14  1.876E-14  1.00E-07
  4.250E-01 4.04824E-16  9.992E-07  1.669E-08  1.124E-08  1.160E-14  1.993E-14  1.00E-07
  4.500E-01 4.04796E-16  1.058E-06  1.669E-08  1.124E-08  1.229E-14  2.110E-14  1.00E-07
  4.750E-01 4.04766E-16  1.117E-06  1.669E-08  1.124E-08  1.297E-14  2.228E-14  1.00E-07
  5.000E-01 4.04735E-16  1.176E-06  1.669E-08  1.124E-08  1.365E-14  2.345E-14  1.00E-07
  5.250E-01 4.04702E-16  1.235E-06  1.669E-08  1.124E-08  1.433E-14  2.462E-14  1.00E-07
  5.500E-01 4.04667E-16  1.293E-06  1.669E-08  1.124E-08  1.501E-14  2.579E-14  1.00E-07
  5.750E-01 4.04630E-16  1.352E-06  1.668E-08  1.124E-08  1.569E-14  2.697E-14  1.00E-07
  6.000E-01 4.04593E-16  1.411E-06  1.668E-08  1.124E-08  1.637E-14  2.814E-14  1.00E-07
  6.250E-01 4.04553E-16  1.470E-06  1.668E-08  1.124E-08  1.705E-14  2.931E-14  1.00E-07
  6.500E-01 4.04512E-16  1.529E-06  1.668E-08  1.124E-08  1.773E-14  3.048E-14  1.00E-07
  6.750E-01 4.04469E-16  1.588E-06  1.668E-08  1.124E-08  1.841E-14  3.165E-14  1.00E-07
  7.000E-01 4.04425E-16  1.647E-06  1.668E-08  1.124E-08  1.909E-14  3.283E-14  1.00E-07
  7.250E-01 4.04379E-16  1.706E-06  1.668E-08  1.124E-08  1.977E-14  3.400E-14  1.00E-07
  7.500E-01 4.04331E-16  1.764E-06  1.668E-08  1.124E-08  2.045E-14  3.517E-14  1.00E-07
  7.750E-01 4.04282E-16  1.823E-06  1.667E-08  1.124E-08  2.113E-14  3.634E-14  1.00E-07
  8.000E-01 4.04231E-16  1.882E-06  1.667E-08  1.124E-08  2.181E-14  3.751E-14  1.00E-07
  8.250E-01 4.04179E-16  1.941E-06  1.667E-08  1.123E-08  2.249E-14  3.868E-14  1.00E-07
  8.500E-01 4.04125E-16  2.000E-06  1.667E-08  1.123E-08  2.316E-14  3.986E-14  1.00E-07
  8.750E-01 4.04069E-16  2.059E-06  1.667E-08  1.123E-08  2.384E-14  4.103E-14  1.00E-07
  9.000E-01 4.04012E-16  2.118E-06  1.667E-08  1.123E-08  2.452E-14  4.220E-14  1.00E-07
  9.250E-01 4.03953E-16  2.177E-06  1.667E-08  1.123E-08  2.520E-14  4.337E-14  1.00E-07
  9.500E-01 4.03893E-16  2.236E-06  1.666E-08  1.123E-08  2.587E-14  4.454E-14  1.00E-07
  9.750E-01 4.03831E-16  2.295E-06  1.666E-08  1.123E-08  2.655E-14  4.571E-14  1.00E-07
  1.000E+00 4.03767E-16  2.354E-06  1.666E-08  1.123E-08  2.723E-14  4.688E-14  1.00E-07
  1.100E+00 4.03496E-16  2.591E-06  1.665E-08  1.123E-08  2.993E-14  5.157E-14  1.00E-07
  1.200E+00 4.03201E-16  2.827E-06  1.665E-08  1.123E-08  3.262E-14  5.625E-14  1.00E-07
  1.300E+00 4.02879E-16  3.064E-06  1.664E-08  1.123E-08  3.531E-14  6.093E-14  1.00E-07
  1.400E+00 4.02533E-16  3.302E-06  1.663E-08  1.123E-08  3.799E-14  6.561E-14  1.00E-07
  1.500E+00 4.02161E-16  3.539E-06  1.662E-08  1.123E-08  4.066E-14  7.029E-14  1.00E-07
  1.600E+00 4.01764E-16  3.777E-06  1.661E-08  1.122E-08  4.333E-14  7.497E-14  1.00E-07
  1.700E+00 4.01342E-16  4.015E-06  1.660E-08  1.122E-08  4.598E-14  7.965E-14  1.00E-07
  1.800E+00 4.00895E-16  4.254E-06  1.658E-08  1.122E-08  4.863E-14  8.432E-14  1.00E-07
  1.900E+00 4.00423E-16  4.493E-06  1.657E-08  1.122E-08  5.127E-14  8.899E-14  1.00E-07
  2.000E+00 3.99926E-16  4.733E-06  1.656E-08  1.122E-08  5.389E-14  9.366E-14  1.00E-07
  2.100E+00 3.99405E-16  4.973E-06  1.654E-08  1.121E-08  5.650E-14  9.833E-14  1.00E-07
  2.200E+00 3.98859E-16  5.213E-06  1.653E-08  1.121E-08  5.911E-14  1.030E-13  1.00E-07
  2.300E+00 3.98289E-16  5.455E-06  1.651E-08  1.121E-08  6.170E-14  1.077E-13  1.00E-07
  2.400E+00 3.97695E-16  5.696E-06  1.650E-08  1.120E-08  6.428E-14  1.123E-13  1.00E-07
  2.500E+00 3.97077E-16  5.938E-06  1.648E-08  1.120E-08  6.684E-14  1.170E-13  1.00E-07
  2.600E+00 3.96435E-16  6.181E-06  1.646E-08  1.120E-08  6.939E-14  1.216E-13  1.00E-07
  2.700E+00 3.95769E-16  6.425E-06  1.644E-08  1.120E-08  7.193E-14  1.263E-13  1.00E-07
  2.800E+00 3.95080E-16  6.669E-06  1.643E-08  1.119E-08  7.445E-14  1.309E-13  1.00E-07
  2.900E+00 3.94367E-16  6.914E-06  1.641E-08  1.119E-08  7.695E-14  1.356E-13  1.00E-07
  3.000E+00 3.93631E-16  7.159E-06  1.639E-08  1.119E-08  7.944E-14  1.402E-13  1.00E-07
  3.100E+00 3.92872E-16  7.405E-06  1.637E-08  1.118E-08  8.192E-14  1.449E-13  1.00E-07
  3.200E+00 3.92090E-16  7.652E-06  1.634E-08  1.118E-08  8.437E-14  1.495E-13  1.00E-07
  3.300E+00 3.91285E-16  7.900E-06  1.632E-08  1.117E-08  8.681E-14  1.541E-13  1.00E-07
  3.400E+00 3.90458E-16  8.149E-06  1.630E-08  1.117E-08  8.924E-14  1.588E-13  1.00E-07
  3.500E+00 3.89609E-16  8.398E-06  1.628E-08  1.117E-08  9.164E-14  1.634E-13  1.00E-07
  3.600E+00 3.88737E-16  8.648E-06  1.625E-08  1.116E-08  9.402E-14  1.680E-13  1.00E-07
  3.700E+00 3.87844E-16  8.899E-06  1.623E-08  1.116E-08  9.639E-14  1.726E-13  1.00E-07
  3.800E+00 3.86929E-16  9.151E-06  1.620E-08  1.115E-08  9.873E-14  1.772E-13  1.00E-07
  3.900E+00 3.85992E-16  9.404E-06  1.618E-08  1.115E-08  1.011E-13  1.818E-13  1.00E-07
  4.000E+00 3.85034E-16  9.658E-06  1.615E-08  1.114E-08  1.034E-13  1.864E-13  1.00E-07
  4.100E+00 3.84055E-16  9.913E-06  1.612E-08  1.114E-08  1.056E-13  1.910E-13  1.00E-07
  4.200E+00 3.83056E-16  1.017E-05  1.610E-08  1.113E-08  1.079E-13  1.956E-13  1.00E-07
  4.300E+00 3.82036E-16  1.043E-05  1.607E-08  1.113E-08  1.101E-13  2.002E-13  1.00E-07
  4.400E+00 3.80995E-16  1.068E-05  1.604E-08  1.112E-08  1.124E-13  2.048E-13  1.00E-07
  4.500E+00 3.79935E-16  1.094E-05  1.601E-08  1.112E-08  1.146E-13  2.094E-13  1.00E-07
  4.600E+00 3.78855E-16  1.120E-05  1.598E-08  1.111E-08  1.167E-13  2.140E-13  1.00E-07
  4.700E+00 3.77755E-16  1.146E-05  1.595E-08  1.111E-08  1.189E-13  2.186E-13  1.00E-07
  4.800E+00 3.76635E-16  1.173E-05  1.592E-08  1.110E-08  1.210E-13  2.231E-13  1.00E-07
  4.900E+00 3.75497E-16  1.199E-05  1.589E-08  1.110E-08  1.231E-13  2.277E-13  1.00E-07
  5.000E+00 3.74340E-16  1.225E-05  1.585E-08  1.109E-08  1.252E-13  2.322E-13  1.00E-07
  5.100E+00 3.73164E-16  1.252E-05  1.582E-08  1.109E-08  1.272E-13  2.368E-13  1.00E-07
  5.200E+00 3.71970E-16  1.279E-05  1.579E-08  1.108E-08  1.292E-13  2.413E-13  1.00E-07
  5.300E+00 3.70758E-16  1.306E-05  1.575E-08  1.107E-08  1.312E-13  2.459E-13  1.00E-07
  5.400E+00 3.69529E-16  1.333E-05  1.572E-08  1.107E-08  1.332E-13  2.504E-13  1.00E-07
  5.500E+00 3.68282E-16  1.360E-05  1.568E-08  1.106E-08  1.351E-13  2.549E-13  1.00E-07
  5.600E+00 3.67017E-16  1.387E-05  1.565E-08  1.105E-08  1.370E-13  2.595E-13  1.00E-07
  5.700E+00 3.65736E-16  1.414E-05  1.561E-08  1.105E-08  1.389E-13  2.640E-13  1.00E-07
  5.800E+00 3.64438E-16  1.442E-05  1.557E-08  1.104E-08  1.408E-13  2.685E-13  1.00E-07
  5.900E+00 3.63123E-16  1.469E-05  1.554E-08  1.103E-08  1.426E-13  2.730E-13  1.00E-07
  6.000E+00 3.61793E-16  1.497E-05  1.550E-08  1.103E-08  1.444E-13  2.775E-13  1.00E-07
  6.100E+00 3.60447E-16  1.525E-05  1.546E-08  1.102E-08  1.462E-13  2.820E-13  1.00E-07
  6.200E+00 3.59085E-16  1.553E-05  1.542E-08  1.101E-08  1.479E-13  2.865E-13  1.00E-07
  6.300E+00 3.57708E-16  1.582E-05  1.538E-08  1.101E-08  1.496E-13  2.910E-13  1.00E-07
  6.400E+00 3.56316E-16  1.610E-05  1.534E-08  1.100E-08  1.513E-13  2.954E-13  1.00E-07
  6.500E+00 3.54909E-16  1.639E-05  1.530E-08  1.099E-08  1.530E-13  2.999E-13  1.00E-07
  6.600E+00 3.53489E-16  1.667E-05  1.526E-08  1.098E-08  1.546E-13  3.044E-13  1.00E-07
  6.700E+00 3.52054E-16  1.696E-05  1.522E-08  1.097E-08  1.562E-13  3.088E-13  1.00E-07
  6.800E+00 3.50605E-16  1.725E-05  1.518E-08  1.097E-08  1.577E-13  3.133E-13  1.00E-07
  6.900E+00 3.49143E-16  1.754E-05  1.513E-08  1.096E-08  1.592E-13  3.177E-13  1.00E-07
  7.000E+00 3.47667E-16  1.784E-05  1.509E-08  1.095E-08  1.607E-13  3.221E-13  1.00E-07
  7.100E+00 3.46179E-16  1.813E-05  1.505E-08  1.094E-08  1.622E-13  3.265E-13  1.00E-07
  7.200E+00 3.44678E-16  1.843E-05  1.500E-08  1.093E-08  1.636E-13  3.310E-13  1.00E-07
  7.300E+00 3.43165E-16  1.873E-05  1.496E-08  1.093E-08  1.650E-13  3.354E-13  1.00E-07
  7.400E+00 3.41640E-16  1.903E-05  1.491E-08  1.092E-08  1.664E-13  3.398E-13  1.00E-07
  7.500E+00 3.40103E-16  1.934E-05  1.487E-08  1.091E-08  1.677E-13  3.442E-13  1.00E-07
  7.600E+00 3.38555E-16  1.964E-05  1.482E-08  1.090E-08  1.690E-13  3.485E-13  1.00E-07
  7.700E+00 3.36996E-16  1.995E-05  1.478E-08  1.089E-08  1.702E-13  3.529E-13  1.00E-07
  7.800E+00 3.35426E-16  2.026E-05  1.473E-08  1.088E-08  1.715E-13  3.573E-13  1.00E-07
  7.900E+00 3.33846E-16  2.057E-05  1.468E-08  1.087E-08  1.726E-13  3.616E-13  1.00E-07
  8.000E+00 3.32255E-16  2.088E-05  1.464E-08  1.086E-08  1.738E-13  3.660E-13  1.00E-07
  8.100E+00 3.30655E-16  2.119E-05  1.459E-08  1.086E-08  1.749E-13  3.703E-13  1.00E-07
  8.200E+00 3.29045E-16  2.151E-05  1.454E-08  1.085E-08  1.760E-13  3.747E-13  1.00E-07
  8.300E+00 3.27426E-16  2.183E-05  1.449E-08  1.084E-08  1.770E-13  3.790E-13  1.00E-07
  8.400E+00 3.25797E-16  2.215E-05  1.444E-08  1.083E-08  1.781E-13  3.833E-13  1.00E-07
  8.500E+00 3.24160E-16  2.247E-05  1.439E-08  1.082E-08  1.790E-13  3.876E-13  1.00E-07
