  1.750E-03 2.52908E-16  6.887E-09  1.316E-08  8.934E-09  7.529E-17  1.173E-16  1.00E-07
  2.000E-03 2.52908E-16  7.871E-09  1.316E-08  8.934E-09  8.605E-17  1.341E-16  1.00E-07
  2.250E-03 2.52908E-16  8.855E-09  1.316E-08  8.934E-09  9.681E-17  1.508E-16  1.00E-07
  2.500E-03 2.52908E-16  9.839E-09  1.316E-08  8.934E-09  1.076E-16  1.676E-16  1.00E-07
  2.750E-03 2.52908E-16  1.082E-08  1.316E-08  8.934E-09  1.183E-16  1.844E-16  1.00E-07
  3.000E-03 2.52908E-16  1.181E-08  1.316E-08  8.934E-09  1.291E-16  2.011E-16  1.00E-07
  3.250E-03 2.52908E-16  1.279E-08  1.316E-08  8.934E-09  1.398E-16  2.179E-16  1.00E-07
  3.500E-03 2.52908E-16  1.377E-08  1.316E-08  8.934E-09  1.506E-16  2.347E-16  1.00E-07
  3.750E-03 2.52908E-16  1.476E-08  1.316E-08  8.934E-09  1.613E-16  2.514E-16  1.00E-07
  4.000E-03 2.52908E-16  1.574E-08  1.316E-08  8.934E-09  1.721E-16  2.682E-16  1.00E-07
  4.250E-03 2.52908E-16  1.673E-08  1.316E-08  8.934E-09  1.829E-16  2.849E-16  1.00E-07
  4.500E-03 2.52908E-16  1.771E-08  1.316E-08  8.934E-09  1.936E-16  3.017E-16  1.00E-07
  4.750E-03 2.52908E-16  1.869E-08  1.316E-08  8.934E-09  2.044E-16  3.185E-16  1.00E-07
  5.000E-03 2.52908E-16  1.968E-08  1.316E-08  8.934E-09  2.151E-16  3.352E-16  1.00E-07
  5.250E-03 2.52908E-16  2.066E-08  1.316E-08  8.934E-09  2.259E-16  3.520E-16  1.00E-07
  5.500E-03 2.52908E-16  2.165E-08  1.316E-08  8.934E-09  2.366E-16  3.687E-16  1.00E-07
  5.750E-03 2.52908E-16  2.263E-08  1.316E-08  8.934E-09  2.474E-16  3.855E-16  1.00E-07
  6.000E-03 2.52908E-16  2.361E-08  1.316E-08  8.934E-09  2.582E-16  4.023E-16  1.00E-07
  6.250E-03 2.52908E-16  2.460E-08  1.316E-08  8.934E-09  2.689E-16  4.190E-16  1.00E-07
  6.500E-03 2.52908E-16  2.558E-08  1.316E-08  8.934E-09  2.797E-16  4.358E-16  1.00E-07
  6.750E-03 2.52908E-16  2.656E-08  1.316E-08  8.934E-09  2.904E-16  4.525E-16  1.00E-07
  7.000E-03 2.52908E-16  2.755E-08  1.316E-08  8.934E-09  3.012E-16  4.693E-16  1.00E-07
  7.250E-03 2.52908E-16  2.853E-08  1.316E-08  8.934E-09  3.119E-16  4.861E-16  1.00E-07
  7.500E-03 2.52908E-16  2.952E-08  1.316E-08  8.934E-09  3.227E-16  5.028E-16  1.00E-07
  7.750E-03 2.52908E-16  3.050E-08  1.316E-08  8.934E-09  3.334E-16  5.196E-16  1.00E-07
  8.000E-03 2.52908E-16  3.148E-08  1.316E-08  8.934E-09  3.442E-16  5.364E-16  1.00E-07
  8.250E-03 2.52908E-16  3.247E-08  1.316E-08  8.934E-09  3.550E-16  5.531E-16  1.00E-07
  8.500E-03 2.52908E-16  3.345E-08  1.316E-08  8.934E-09  3.657E-16  5.699E-16  1.00E-07
  8.750E-03 2.52908E-16  3.444E-08  1.316E-08  8.934E-09  3.765E-16  5.866E-16  1.00E-07
  9.000E-03 2.52908E-16  3.542E-08  1.316E-08  8.934E-09  3.872E-16  6.034E-16  1.00E-07
  9.250E-03 2.52908E-16  3.640E-08  1.316E-08  8.934E-09  3.980E-16  6.202E-16  1.00E-07
  9.500E-03 2.52908E-16  3.739E-08  1.316E-08  8.934E-09  4.087E-16  6.369E-16  1.00E-07
  9.750E-03 2.52908E-16  3.837E-08  1.316E-08  8.934E-09  4.195E-16  6.537E-16  1.00E-07
  1.000E-02 2.52908E-16  3.936E-08  1.316E-08  8.934E-09  4.303E-16  6.704E-16  1.00E-07
  1.250E-02 2.52908E-16  4.919E-08  1.316E-08  8.934E-09  5.378E-16  8.381E-16  1.00E-07
  1.500E-02 2.52908E-16  5.903E-08  1.316E-08  8.934E-09  6.454E-16  1.006E-15  1.00E-07
  1.750E-02 2.52908E-16  6.887E-08  1.316E-08  8.934E-09  7.529E-16  1.173E-15  1.00E-07
  2.000E-02 2.52908E-16  7.871E-08  1.316E-08  8.934E-09  8.605E-16  1.341E-15  1.00E-07
  2.250E-02 2.52907E-16  8.855E-08  1.316E-08  8.934E-09  9.681E-16  1.508E-15  1.00E-07
  2.500E-02 2.52907E-16  9.839E-08  1.316E-08  8.934E-09  1.076E-15  1.676E-15  1.00E-07
  2.750E-02 2.52907E-16  1.082E-07  1.316E-08  8.934E-09  1.183E-15  1.844E-15  1.00E-07
  3.000E-02 2.52907E-16  1.181E-07  1.316E-08  8.934E-09  1.291E-15  2.011E-15  1.00E-07
  3.250E-02 2.52907E-16  1.279E-07  1.316E-08  8.934E-09  1.398E-15  2.179E-15  1.00E-07
  3.500E-02 2.52907E-16  1.377E-07  1.316E-08  8.934E-09  1.506E-15  2.347E-15  1.00E-07
  3.750E-02 2.52907E-16  1.476E-07  1.316E-08  8.934E-09  1.613E-15  2.514E-15  1.00E-07
  4.000E-02 2.52906E-16  1.574E-07  1.316E-08  8.934E-09  1.721E-15  2.682E-15  1.00E-07
  4.250E-02 2.52906E-16  1.673E-07  1.316E-08  8.934E-09  1.829E-15  2.849E-15  1.00E-07
  4.500E-02 2.52906E-16  1.771E-07  1.316E-08  8.934E-09  1.936E-15  3.017E-15  1.00E-07
  4.750E-02 2.52906E-16  1.869E-07  1.316E-08  8.934E-09  2.044E-15  3.185E-15  1.00E-07
  5.000E-02 2.52906E-16  1.968E-07  1.316E-08  8.934E-09  2.151E-15  3.352E-15  1.00E-07
  5.250E-02 2.52905E-16  2.066E-07  1.316E-08  8.934E-09  2.259E-15  3.520E-15  1.00E-07
  5.500E-02 2.52905E-16  2.165E-07  1.316E-08  8.934E-09  2.366E-15  3.687E-15  1.00E-07
  5.750E-02 2.52905E-16  2.263E-07  1.316E-08  8.934E-09  2.474E-15  3.855E-15  1.00E-07
  6.000E-02 2.52905E-16  2.361E-07  1.316E-08  8.934E-09  2.581E-15  4.023E-15  1.00E-07
  6.250E-02 2.52904E-16  2.460E-07  1.316E-08  8.934E-09  2.689E-15  4.190E-15  1.00E-07
  6.500E-02 2.52904E-16  2.558E-07  1.316E-08  8.934E-09  2.797E-15  4.358E-15  1.00E-07
  6.750E-02 2.52904E-16  2.657E-07  1.316E-08  8.934E-09  2.904E-15  4.525E-15  1.00E-07
  7.000E-02 2.52903E-16  2.755E-07  1.316E-08  8.934E-09  3.012E-15  4.693E-15  1.00E-07
  7.250E-02 2.52903E-16  2.853E-07  1.316E-08  8.934E-09  3.119E-15  4.861E-15  1.00E-07
  7.500E-02 2.52903E-16  2.952E-07  1.316E-08  8.934E-09  3.227E-15  5.028E-15  1.00E-07
  7.750E-02 2.52902E-16  3.050E-07  1.316E-08  8.934E-09  3.334E-15  5.196E-15  1.00E-07
  8.000E-02 2.52902E-16  3.148E-07  1.316E-08  8.934E-09  3.442E-15  5.364E-15  1.00E-07
  8.250E-02 2.52902E-16  3.247E-07  1.316E-08  8.934E-09  3.549E-15  5.531E-15  1.00E-07
  8.500E-02 2.52901E-16  3.345E-07  1.316E-08  8.934E-09  3.657E-15  5.699E-15  1.00E-07
  8.750E-02 2.52901E-16  3.444E-07  1.316E-08  8.934E-09  3.765E-15  5.866E-15  1.00E-07
  9.000E-02 2.52901E-16  3.542E-07  1.316E-08  8.934E-09  3.872E-15  6.034E-15  1.00E-07
  9.250E-02 2.52900E-16  3.640E-07  1.316E-08  8.934E-09  3.980E-15  6.202E-15  1.00E-07
  9.500E-02 2.52900E-16  3.739E-07  1.316E-08  8.934E-09  4.087E-15  6.369E-15  1.00E-07
  9.750E-02 2.52899E-16  3.837E-07  1.316E-08  8.934E-09  4.195E-15  6.537E-15  1.00E-07
  1.000E-01 2.52899E-16  3.936E-07  1.316E-08  8.934E-09  4.302E-15  6.704E-15  1.00E-07
  1.250E-01 2.52894E-16  4.920E-07  1.316E-08  8.934E-09  5.378E-15  8.380E-15  1.00E-07
  1.500E-01 2.52887E-16  5.904E-07  1.316E-08  8.934E-09  6.453E-15  1.006E-14  1.00E-07
  1.750E-01 2.52880E-16  6.888E-07  1.316E-08  8.934E-09  7.529E-15  1.173E-14  1.00E-07
  2.000E-01 2.52871E-16  7.872E-07  1.316E-08  8.934E-09  8.604E-15  1.341E-14  1.00E-07
  2.250E-01 2.52862E-16  8.856E-07  1.315E-08  8.934E-09  9.679E-15  1.508E-14  1.00E-07
  2.500E-01 2.52851E-16  9.840E-07  1.315E-08  8.934E-09  1.075E-14  1.676E-14  1.00E-07
  2.750E-01 2.52839E-16  1.082E-06  1.315E-08  8.934E-09  1.183E-14  1.844E-14  1.00E-07
  3.000E-01 2.52826E-16  1.181E-06  1.315E-08  8.934E-09  1.290E-14  2.011E-14  1.00E-07
  3.250E-01 2.52811E-16  1.279E-06  1.315E-08  8.934E-09  1.398E-14  2.179E-14  1.00E-07
  3.500E-01 2.52796E-16  1.378E-06  1.315E-08  8.933E-09  1.505E-14  2.346E-14  1.00E-07
  3.750E-01 2.52779E-16  1.476E-06  1.315E-08  8.933E-09  1.613E-14  2.514E-14  1.00E-07
  4.000E-01 2.52761E-16  1.575E-06  1.315E-08  8.933E-09  1.720E-14  2.682E-14  1.00E-07
  4.250E-01 2.52743E-16  1.673E-06  1.315E-08  8.933E-09  1.827E-14  2.849E-14  1.00E-07
  4.500E-01 2.52723E-16  1.772E-06  1.315E-08  8.933E-09  1.935E-14  3.017E-14  1.00E-07
  4.750E-01 2.52701E-16  1.870E-06  1.315E-08  8.933E-09  2.042E-14  3.184E-14  1.00E-07
  5.000E-01 2.52679E-16  1.969E-06  1.315E-08  8.933E-09  2.149E-14  3.352E-14  1.00E-07
  5.250E-01 2.52656E-16  2.067E-06  1.315E-08  8.933E-09  2.256E-14  3.519E-14  1.00E-07
  5.500E-01 2.52631E-16  2.166E-06  1.315E-08  8.933E-09  2.364E-14  3.687E-14  1.00E-07
  5.750E-01 2.52605E-16  2.264E-06  1.315E-08  8.932E-09  2.471E-14  3.854E-14  1.00E-07
  6.000E-01 2.52579E-16  2.363E-06  1.315E-08  8.932E-09  2.578E-14  4.022E-14  1.00E-07
  6.250E-01 2.52551E-16  2.462E-06  1.314E-08  8.932E-09  2.685E-14  4.189E-14  1.00E-07
  6.500E-01 2.52521E-16  2.560E-06  1.314E-08  8.932E-09  2.792E-14  4.357E-14  1.00E-07
  6.750E-01 2.52491E-16  2.659E-06  1.314E-08  8.932E-09  2.899E-14  4.525E-14  1.00E-07
  7.000E-01 2.52460E-16  2.758E-06  1.314E-08  8.932E-09  3.006E-14  4.692E-14  1.00E-07
  7.250E-01 2.52427E-16  2.856E-06  1.314E-08  8.931E-09  3.113E-14  4.860E-14  1.00E-07
  7.500E-01 2.52394E-16  2.955E-06  1.314E-08  8.931E-09  3.220E-14  5.027E-14  1.00E-07
  7.750E-01 2.52359E-16  3.054E-06  1.314E-08  8.931E-09  3.327E-14  5.194E-14  1.00E-07
  8.000E-01 2.52323E-16  3.152E-06  1.314E-08  8.931E-09  3.434E-14  5.362E-14  1.00E-07
  8.250E-01 2.52286E-16  3.251E-06  1.314E-08  8.931E-09  3.540E-14  5.529E-14  1.00E-07
  8.500E-01 2.52248E-16  3.350E-06  1.313E-08  8.930E-09  3.647E-14  5.697E-14  1.00E-07
  8.750E-01 2.52208E-16  3.449E-06  1.313E-08  8.930E-09  3.754E-14  5.864E-14  1.00E-07
  9.000E-01 2.52168E-16  3.548E-06  1.313E-08  8.930E-09  3.860E-14  6.032E-14  1.00E-07
  9.250E-01 2.52126E-16  3.647E-06  1.313E-08  8.930E-09  3.967E-14  6.199E-14  1.00E-07
  9.500E-01 2.52083E-16  3.746E-06  1.313E-08  8.929E-09  4.073E-14  6.367E-14  1.00E-07
  9.750E-01 2.52039E-16  3.844E-06  1.313E-08  8.929E-09  4.180E-14  6.534E-14  1.00E-07
  1.000E+00 2.51994E-16  3.943E-06  1.313E-08  8.929E-09  4.286E-14  6.701E-14  1.00E-07
  1.100E+00 2.51803E-16  4.340E-06  1.312E-08  8.928E-09  4.711E-14  7.371E-14  1.00E-07
  1.200E+00 2.51594E-16  4.736E-06  1.311E-08  8.927E-09  5.134E-14  8.040E-14  1.00E-07
  1.300E+00 2.51367E-16  5.134E-06  1.310E-08  8.925E-09  5.557E-14  8.709E-14  1.00E-07
  1.400E+00 2.51122E-16  5.531E-06  1.310E-08  8.924E-09  5.978E-14  9.378E-14  1.00E-07
  1.500E+00 2.50859E-16  5.930E-06  1.309E-08  8.922E-09  6.398E-14  1.005E-13  1.00E-07
  1.600E+00 2.50578E-16  6.329E-06  1.308E-08  8.921E-09  6.817E-14  1.071E-13  1.00E-07
  1.700E+00 2.50280E-16  6.729E-06  1.307E-08  8.919E-09  7.233E-14  1.138E-13  1.00E-07
  1.800E+00 2.49964E-16  7.130E-06  1.306E-08  8.917E-09  7.649E-14  1.205E-13  1.00E-07
  1.900E+00 2.49631E-16  7.532E-06  1.304E-08  8.915E-09  8.062E-14  1.272E-13  1.00E-07
  2.000E+00 2.49281E-16  7.934E-06  1.303E-08  8.913E-09  8.473E-14  1.338E-13  1.00E-07
  2.100E+00 2.48913E-16  8.338E-06  1.302E-08  8.911E-09  8.883E-14  1.405E-13  1.00E-07
  2.200E+00 2.48528E-16  8.742E-06  1.301E-08  8.909E-09  9.291E-14  1.472E-13  1.00E-07
  2.300E+00 2.48126E-16  9.148E-06  1.299E-08  8.907E-09  9.696E-14  1.538E-13  1.00E-07
  2.400E+00 2.47707E-16  9.555E-06  1.298E-08  8.904E-09  1.010E-13  1.605E-13  1.00E-07
  2.500E+00 2.47271E-16  9.962E-06  1.296E-08  8.902E-09  1.050E-13  1.671E-13  1.00E-07
  2.600E+00 2.46819E-16  1.037E-05  1.295E-08  8.899E-09  1.090E-13  1.738E-13  1.00E-07
  2.700E+00 2.46350E-16  1.078E-05  1.293E-08  8.896E-09  1.129E-13  1.804E-13  1.00E-07
  2.800E+00 2.45864E-16  1.119E-05  1.291E-08  8.893E-09  1.169E-13  1.870E-13  1.00E-07
  2.900E+00 2.45363E-16  1.161E-05  1.290E-08  8.890E-09  1.208E-13  1.937E-13  1.00E-07
  3.000E+00 2.44845E-16  1.202E-05  1.288E-08  8.887E-09  1.247E-13  2.003E-13  1.00E-07
  3.100E+00 2.44311E-16  1.244E-05  1.286E-08  8.884E-09  1.285E-13  2.069E-13  1.00E-07
  3.200E+00 2.43761E-16  1.285E-05  1.284E-08  8.881E-09  1.323E-13  2.135E-13  1.00E-07
  3.300E+00 2.43196E-16  1.327E-05  1.282E-08  8.878E-09  1.361E-13  2.201E-13  1.00E-07
  3.400E+00 2.42615E-16  1.369E-05  1.280E-08  8.874E-09  1.399E-13  2.267E-13  1.00E-07
  3.500E+00 2.42018E-16  1.411E-05  1.278E-08  8.871E-09  1.436E-13  2.333E-13  1.00E-07
  3.600E+00 2.41407E-16  1.454E-05  1.276E-08  8.867E-09  1.473E-13  2.399E-13  1.00E-07
  3.700E+00 2.40780E-16  1.496E-05  1.274E-08  8.863E-09  1.510E-13  2.465E-13  1.00E-07
  3.800E+00 2.40138E-16  1.539E-05  1.271E-08  8.859E-09  1.546E-13  2.531E-13  1.00E-07
  3.900E+00 2.39482E-16  1.582E-05  1.269E-08  8.855E-09  1.582E-13  2.596E-13  1.00E-07
  4.000E+00 2.38811E-16  1.625E-05  1.267E-08  8.851E-09  1.618E-13  2.662E-13  1.00E-07
  4.100E+00 2.38126E-16  1.668E-05  1.264E-08  8.847E-09  1.653E-13  2.727E-13  1.00E-07
  4.200E+00 2.37427E-16  1.712E-05  1.262E-08  8.843E-09  1.688E-13  2.793E-13  1.00E-07
  4.300E+00 2.36713E-16  1.755E-05  1.259E-08  8.838E-09  1.722E-13  2.858E-13  1.00E-07
  4.400E+00 2.35986E-16  1.799E-05  1.257E-08  8.834E-09  1.756E-13  2.924E-13  1.00E-07
  4.500E+00 2.35245E-16  1.843E-05  1.254E-08  8.829E-09  1.790E-13  2.989E-13  1.00E-07
  4.600E+00 2.34491E-16  1.888E-05  1.251E-08  8.825E-09  1.823E-13  3.054E-13  1.00E-07
  4.700E+00 2.33724E-16  1.932E-05  1.249E-08  8.820E-09  1.856E-13  3.119E-13  1.00E-07
  4.800E+00 2.32944E-16  1.977E-05  1.246E-08  8.815E-09  1.888E-13  3.184E-13  1.00E-07
  4.900E+00 2.32150E-16  2.022E-05  1.243E-08  8.810E-09  1.920E-13  3.249E-13  1.00E-07
  5.000E+00 2.31345E-16  2.067E-05  1.240E-08  8.805E-09  1.952E-13  3.314E-13  1.00E-07
  5.100E+00 2.30526E-16  2.113E-05  1.237E-08  8.800E-09  1.983E-13  3.378E-13  1.00E-07
  5.200E+00 2.29696E-16  2.158E-05  1.234E-08  8.795E-09  2.014E-13  3.443E-13  1.00E-07
  5.300E+00 2.28854E-16  2.204E-05  1.231E-08  8.789E-09  2.044E-13  3.507E-13  1.00E-07
  5.400E+00 2.28000E-16  2.251E-05  1.228E-08  8.784E-09  2.073E-13  3.572E-13  1.00E-07
  5.500E+00 2.27134E-16  2.297E-05  1.225E-08  8.778E-09  2.103E-13  3.636E-13  1.00E-07
  5.600E+00 2.26257E-16  2.344E-05  1.222E-08  8.772E-09  2.132E-13  3.700E-13  1.00E-07
  5.700E+00 2.25369E-16  2.391E-05  1.219E-08  8.767E-09  2.160E-13  3.764E-13  1.00E-07
  5.800E+00 2.24470E-16  2.438E-05  1.215E-08  8.761E-09  2.188E-13  3.828E-13  1.00E-07
  5.900E+00 2.23560E-16  2.486E-05  1.212E-08  8.755E-09  2.215E-13  3.892E-13  1.00E-07
  6.000E+00 2.22640E-16  2.534E-05  1.209E-08  8.749E-09  2.242E-13  3.956E-13  1.00E-07
  6.100E+00 2.21709E-16  2.582E-05  1.205E-08  8.743E-09  2.268E-13  4.020E-13  1.00E-07
  6.200E+00 2.20769E-16  2.630E-05  1.202E-08  8.736E-09  2.294E-13  4.083E-13  1.00E-07
  6.300E+00 2.19819E-16  2.679E-05  1.198E-08  8.730E-09  2.319E-13  4.147E-13  1.00E-07
  6.400E+00 2.18859E-16  2.728E-05  1.195E-08  8.724E-09  2.344E-13  4.210E-13  1.00E-07
  6.500E+00 2.17890E-16  2.778E-05  1.191E-08  8.717E-09  2.369E-13  4.273E-13  1.00E-07
  6.600E+00 2.16912E-16  2.827E-05  1.188E-08  8.710E-09  2.392E-13  4.337E-13  1.00E-07
  6.700E+00 2.15925E-16  2.877E-05  1.184E-08  8.704E-09  2.416E-13  4.400E-13  1.00E-07
  6.800E+00 2.14929E-16  2.928E-05  1.180E-08  8.697E-09  2.438E-13  4.462E-13  1.00E-07
  6.900E+00 2.13925E-16  2.978E-05  1.176E-08  8.690E-09  2.460E-13  4.525E-13  1.00E-07
  7.000E+00 2.12912E-16  3.029E-05  1.173E-08  8.683E-09  2.482E-13  4.588E-13  1.00E-07
  7.100E+00 2.11892E-16  3.081E-05  1.169E-08  8.676E-09  2.503E-13  4.650E-13  1.00E-07
  7.200E+00 2.10864E-16  3.133E-05  1.165E-08  8.669E-09  2.524E-13  4.713E-13  1.00E-07
  7.300E+00 2.09828E-16  3.185E-05  1.161E-08  8.661E-09  2.543E-13  4.775E-13  1.00E-07
  7.400E+00 2.08785E-16  3.237E-05  1.157E-08  8.654E-09  2.563E-13  4.837E-13  1.00E-07
  7.500E+00 2.07735E-16  3.290E-05  1.153E-08  8.646E-09  2.582E-13  4.899E-13  1.00E-07
  7.600E+00 2.06678E-16  3.343E-05  1.149E-08  8.639E-09  2.600E-13  4.961E-13  1.00E-07
  7.700E+00 2.05615E-16  3.397E-05  1.145E-08  8.631E-09  2.617E-13  5.023E-13  1.00E-07
  7.800E+00 2.04545E-16  3.451E-05  1.141E-08  8.623E-09  2.635E-13  5.084E-13  1.00E-07
  7.900E+00 2.03469E-16  3.505E-05  1.137E-08  8.616E-09  2.651E-13  5.146E-13  1.00E-07
  8.000E+00 2.02387E-16  3.560E-05  1.133E-08  8.608E-09  2.667E-13  5.207E-13  1.00E-07
  8.100E+00 2.01299E-16  3.615E-05  1.128E-08  8.600E-09  2.682E-13  5.268E-13  1.00E-07
  8.200E+00 2.00206E-16  3.671E-05  1.124E-08  8.591E-09  2.697E-13  5.329E-13  1.00E-07
  8.300E+00 1.99107E-16  3.727E-05  1.120E-08  8.583E-09  2.711E-13  5.390E-13  1.00E-07
  8.400E+00 1.98004E-16  3.783E-05  1.116E-08  8.575E-09  2.725E-13  5.451E-13  1.00E-07
