 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =   8,   projectile: electron
 #  Kinetic energy = 1.74000E+02 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)
 #--------------------------------------------------------------------------
  1.480E+02  9.24024E-01  1.80438E-09 -1.97437E-09 -1.39174E-12 -8.92300E-13
  1.485E+02  9.26320E-01  1.81771E-09 -1.96890E-09 -1.37083E-12 -8.81536E-13
  1.490E+02  9.28584E-01  1.83082E-09 -1.96347E-09 -1.34988E-12 -8.70625E-13
  1.495E+02  9.30815E-01  1.84370E-09 -1.95807E-09 -1.32888E-12 -8.59570E-13
  1.500E+02  9.33013E-01  1.85636E-09 -1.95271E-09 -1.30784E-12 -8.48372E-13
  1.505E+02  9.35178E-01  1.86879E-09 -1.94738E-09 -1.28675E-12 -8.37033E-13
  1.510E+02  9.37310E-01  1.88099E-09 -1.94210E-09 -1.26563E-12 -8.25556E-13
  1.515E+02  9.39409E-01  1.89297E-09 -1.93685E-09 -1.24447E-12 -8.13942E-13
  1.520E+02  9.41474E-01  1.90473E-09 -1.93165E-09 -1.22327E-12 -8.02195E-13
  1.525E+02  9.43505E-01  1.91626E-09 -1.92651E-09 -1.20203E-12 -7.90315E-13
  1.530E+02  9.45503E-01  1.92757E-09 -1.92141E-09 -1.18076E-12 -7.78305E-13
  1.535E+02  9.47467E-01  1.93866E-09 -1.91636E-09 -1.15945E-12 -7.66167E-13
  1.540E+02  9.49397E-01  1.94953E-09 -1.91137E-09 -1.13811E-12 -7.53903E-13
  1.545E+02  9.51293E-01  1.96018E-09 -1.90644E-09 -1.11673E-12 -7.41517E-13
  1.550E+02  9.53154E-01  1.97061E-09 -1.90156E-09 -1.09532E-12 -7.29008E-13
  1.555E+02  9.54981E-01  1.98082E-09 -1.89675E-09 -1.07388E-12 -7.16381E-13
  1.560E+02  9.56773E-01  1.99081E-09 -1.89200E-09 -1.05241E-12 -7.03637E-13
  1.565E+02  9.58530E-01  2.00058E-09 -1.88732E-09 -1.03091E-12 -6.90778E-13
  1.570E+02  9.60252E-01  2.01014E-09 -1.88271E-09 -1.00938E-12 -6.77807E-13
  1.575E+02  9.61940E-01  2.01948E-09 -1.87816E-09 -9.87820E-13 -6.64726E-13
  1.580E+02  9.63592E-01  2.02860E-09 -1.87369E-09 -9.66234E-13 -6.51537E-13
  1.585E+02  9.65209E-01  2.03751E-09 -1.86930E-09 -9.44623E-13 -6.38242E-13
  1.590E+02  9.66790E-01  2.04621E-09 -1.86497E-09 -9.22985E-13 -6.24844E-13
  1.595E+02  9.68336E-01  2.05469E-09 -1.86073E-09 -9.01323E-13 -6.11345E-13
  1.600E+02  9.69846E-01  2.06296E-09 -1.85656E-09 -8.79637E-13 -5.97747E-13
  1.605E+02  9.71321E-01  2.07102E-09 -1.85248E-09 -8.57927E-13 -5.84052E-13
  1.610E+02  9.72759E-01  2.07886E-09 -1.84848E-09 -8.36195E-13 -5.70264E-13
  1.615E+02  9.74162E-01  2.08649E-09 -1.84456E-09 -8.14441E-13 -5.56384E-13
  1.620E+02  9.75528E-01  2.09391E-09 -1.84073E-09 -7.92665E-13 -5.42414E-13
  1.625E+02  9.76858E-01  2.10112E-09 -1.83698E-09 -7.70870E-13 -5.28357E-13
  1.630E+02  9.78152E-01  2.10813E-09 -1.83333E-09 -7.49054E-13 -5.14215E-13
  1.635E+02  9.79410E-01  2.11492E-09 -1.82976E-09 -7.27220E-13 -4.99991E-13
  1.640E+02  9.80631E-01  2.12150E-09 -1.82629E-09 -7.05367E-13 -4.85686E-13
  1.645E+02  9.81815E-01  2.12788E-09 -1.82291E-09 -6.83497E-13 -4.71304E-13
  1.650E+02  9.82963E-01  2.13404E-09 -1.81962E-09 -6.61609E-13 -4.56846E-13
  1.655E+02  9.84074E-01  2.14000E-09 -1.81643E-09 -6.39705E-13 -4.42316E-13
  1.660E+02  9.85148E-01  2.14576E-09 -1.81334E-09 -6.17786E-13 -4.27714E-13
  1.665E+02  9.86185E-01  2.15130E-09 -1.81034E-09 -5.95851E-13 -4.13045E-13
  1.670E+02  9.87185E-01  2.15665E-09 -1.80745E-09 -5.73902E-13 -3.98309E-13
  1.675E+02  9.88148E-01  2.16178E-09 -1.80465E-09 -5.51939E-13 -3.83511E-13
  1.680E+02  9.89074E-01  2.16671E-09 -1.80196E-09 -5.29962E-13 -3.68651E-13
  1.685E+02  9.89962E-01  2.17144E-09 -1.79936E-09 -5.07973E-13 -3.53732E-13
  1.690E+02  9.90814E-01  2.17596E-09 -1.79688E-09 -4.85972E-13 -3.38757E-13
  1.695E+02  9.91627E-01  2.18028E-09 -1.79449E-09 -4.63960E-13 -3.23728E-13
  1.700E+02  9.92404E-01  2.18440E-09 -1.79221E-09 -4.41936E-13 -3.08648E-13
  1.705E+02  9.93143E-01  2.18831E-09 -1.79004E-09 -4.19902E-13 -2.93519E-13
  1.710E+02  9.93844E-01  2.19202E-09 -1.78797E-09 -3.97859E-13 -2.78343E-13
  1.715E+02  9.94508E-01  2.19553E-09 -1.78601E-09 -3.75806E-13 -2.63123E-13
  1.720E+02  9.95134E-01  2.19883E-09 -1.78416E-09 -3.53744E-13 -2.47862E-13
  1.725E+02  9.95722E-01  2.20194E-09 -1.78241E-09 -3.31674E-13 -2.32561E-13
  1.730E+02  9.96273E-01  2.20484E-09 -1.78078E-09 -3.09597E-13 -2.17223E-13
  1.735E+02  9.96786E-01  2.20754E-09 -1.77926E-09 -2.87512E-13 -2.01851E-13
  1.740E+02  9.97261E-01  2.21004E-09 -1.77785E-09 -2.65421E-13 -1.86447E-13
  1.745E+02  9.97698E-01  2.21234E-09 -1.77654E-09 -2.43323E-13 -1.71014E-13
  1.750E+02  9.98097E-01  2.21444E-09 -1.77535E-09 -2.21221E-13 -1.55553E-13
  1.755E+02  9.98459E-01  2.21633E-09 -1.77428E-09 -1.99113E-13 -1.40068E-13
  1.760E+02  9.98782E-01  2.21803E-09 -1.77331E-09 -1.77000E-13 -1.24561E-13
  1.765E+02  9.99067E-01  2.21953E-09 -1.77246E-09 -1.54884E-13 -1.09034E-13
  1.770E+02  9.99315E-01  2.22083E-09 -1.77172E-09 -1.32764E-13 -9.34893E-14
  1.775E+02  9.99524E-01  2.22193E-09 -1.77109E-09 -1.10642E-13 -7.79303E-14
  1.780E+02  9.99695E-01  2.22282E-09 -1.77058E-09 -8.85162E-14 -6.23590E-14
  1.785E+02  9.99829E-01  2.22352E-09 -1.77018E-09 -6.63889E-14 -4.67779E-14
  1.790E+02  9.99924E-01  2.22402E-09 -1.76990E-09 -4.42601E-14 -3.11894E-14
  1.795E+02  9.99981E-01  2.22432E-09 -1.76972E-09 -2.21303E-14 -1.55959E-14
  1.800E+02  1.00000E+00  2.22442E-09 -1.76967E-09 -3.10565E-28 -2.18870E-28
